' Device: 0018; Hardware: v03.07.02; Firmware: v03.07.02; Ain: 3.300V F.S. x1 Gain
' Test ID: 0
' Run Started: 17/11(Nov)/2022 09:41:49
' Scan Freq (Hz): 250
' Log Time (sec): 120; Delay Time (sec): 10; Clock Adj.: 1.000000
' 
' Time,DateTime,Scan,X1-X,X1-Y,X1-Z,X2-X,X2-Y,X2-Z,G2-X,G2-Y,G2-Z,Ain
' (Sec),(Serial),Number,(g),(g),(g),(g),(g),(g),(°/sec),(°/sec),(°/sec),(ADc)
28.6280,44882.4044864699,7157,-0.15,0.63,-0.68,-0.11,0.67,-0.86,-1.8,-26.8,-10.7,-1
28.6320,44882.4044865162,7158,-0.10,0.54,-0.49,-0.14,0.56,-0.71,-9.6,-44.6,0.8,-1
28.6360,44882.4044865625,7159,-0.15,0.44,-0.49,-0.18,0.46,-0.92,-17.1,-33.9,-8.9,-1
28.6400,44882.4044866088,7160,-0.10,0.49,-0.49,-0.15,0.51,-0.78,-11.5,-24.1,-19.1,-1
28.6440,44882.4044866551,7161,-0.15,0.59,-0.44,-0.13,0.66,-0.81,-18.0,-21.9,-15.3,-1
28.6480,44882.4044867014,7162,-0.10,0.54,-0.54,-0.12,0.62,-0.82,-30.7,-17.6,-4.5,-1
28.6520,44882.4044867477,7163,-0.10,0.54,-0.44,-0.09,0.60,-0.88,-33.5,-17.6,1.9,-1
28.6560,44882.404486794,7164,-0.05,0.54,-0.39,-0.13,0.71,-0.70,-45.1,-23.3,-1.9,-1
28.6600,44882.4044868403,7165,-0.10,0.54,-0.44,-0.03,0.55,-0.79,-54.1,-31.4,9.8,-1
28.6640,44882.4044868866,7166,-0.10,0.54,-0.39,-0.12,0.80,-0.69,-62.4,-31.8,12.7,-1
28.6680,44882.4044869329,7167,-0.10,0.49,-0.54,-0.09,0.63,-0.78,-64.3,-36.3,17.3,-1
28.6720,44882.4044869792,7168,-0.10,0.54,-0.54,-0.15,0.66,-0.84,-67.0,-34.2,19.3,-1
28.6760,44882.4044870255,7169,-0.10,0.54,-0.49,-0.15,0.72,-0.77,-60.2,-28.4,17.9,-1
28.6800,44882.4044870718,7170,-0.15,0.54,-0.54,-0.12,0.68,-0.83,-43.0,-21.6,20.9,-1
28.6840,44882.4044871181,7171,-0.15,0.54,-0.54,-0.17,0.69,-0.76,-31.1,-11.5,18.8,-1
28.6880,44882.4044871644,7172,-0.05,0.54,-0.44,-0.13,0.67,-0.77,-24.3,-12.5,23.2,-1
28.6920,44882.4044872107,7173,-0.15,0.54,-0.44,-0.13,0.72,-0.77,-22.9,-6.7,27.6,-1
28.6960,44882.404487257,7174,-0.10,0.54,-0.44,-0.09,0.68,-0.84,-15.6,-2.6,33.0,-1
28.7000,44882.4044873033,7175,-0.10,0.54,-0.49,-0.11,0.67,-0.87,-12.6,8.8,41.3,-1
28.7040,44882.4044873496,7176,-0.15,0.59,-0.44,-0.04,0.60,-0.91,-4.8,9.2,46.1,-1
28.7080,44882.4044873958,7177,-0.10,0.54,-0.59,-0.08,0.73,-0.84,-6.5,20.4,52.7,-1
28.7120,44882.4044874421,7178,-0.15,0.54,-0.44,-0.10,0.76,-0.76,-5.4,27.5,57.9,-1
28.7160,44882.4044874884,7179,-0.10,0.54,-0.63,-0.09,0.68,-0.98,-9.1,44.5,58.8,-1
28.7200,44882.4044875347,7180,-0.10,0.59,-0.59,-0.06,0.68,-0.95,-4.0,51.6,69.5,-1
28.7240,44882.404487581,7181,-0.15,0.54,-0.54,-0.11,0.51,-1.11,-4.5,64.4,76.6,-1
28.7280,44882.4044876273,7182,-0.10,0.54,-0.63,-0.10,0.60,-0.86,-7.1,82.0,73.4,-1
28.7320,44882.4044876736,7183,-0.15,0.54,-0.39,-0.10,0.78,-0.72,-2.0,87.5,74.8,-1
28.7360,44882.4044877199,7184,-0.05,0.49,-0.73,-0.05,0.58,-0.97,-5.3,91.8,79.9,-1
28.7400,44882.4044877662,7185,-0.05,0.59,-0.54,0.00,0.83,-1.01,-12.9,100.5,85.7,-1
28.7440,44882.4044878125,7186,-0.05,0.54,-0.34,-0.06,0.62,-0.71,-10.7,87.1,104.9,-1
28.7480,44882.4044878588,7187,0.00,0.24,-0.24,-0.24,0.07,-1.13,20.1,2.5,102.5,-1
28.7520,44882.4044879051,7188,-0.10,0.49,-0.29,0.05,0.53,-0.90,27.6,-9.3,58.4,-1
28.7560,44882.4044879514,7189,-0.10,0.34,-0.68,-0.22,0.55,-0.82,37.9,-3.2,46.9,-1
28.7600,44882.4044879977,7190,0.00,0.54,-0.83,-0.13,0.63,-1.27,46.1,19.5,51.8,-1
28.7640,44882.404488044,7191,-0.05,0.59,-0.54,0.14,0.76,-0.83,56.4,26.3,59.1,-1
28.7680,44882.4044880903,7192,0.00,0.44,-0.83,-0.10,0.51,-0.96,45.5,45.2,69.4,-1
28.7720,44882.4044881366,7193,0.05,0.63,-0.83,0.04,0.52,-1.18,54.9,60.9,65.9,-1
28.7760,44882.4044881829,7194,0.10,1.07,-1.17,0.16,1.89,-2.26,83.1,118.9,66.5,-1
28.7800,44882.4044882292,7195,0.00,0.59,-0.54,0.25,1.86,-3.40,144.7,282.6,82.5,-1
28.7840,44882.4044882755,7196,-0.34,-0.20,-0.05,-0.35,0.88,-1.12,28.4,49.7,61.5,-1
28.7880,44882.4044883218,7197,0.00,0.49,-0.78,0.02,0.47,-1.02,185.5,65.2,38.9,-1
28.7920,44882.4044883681,7198,-0.10,0.39,-0.44,-0.01,0.37,-0.78,255.9,50.1,22.2,-1
28.7960,44882.4044884144,7199,0.00,0.49,-0.29,0.05,0.47,-0.59,239.4,34.9,8.5,-1
28.8000,44882.4044884607,7200,0.00,0.54,-0.34,0.07,0.62,-0.64,197.8,28.3,9.5,-1
28.8040,44882.404488507,7201,0.05,0.54,-0.59,0.10,0.64,-0.81,194.0,29.3,19.2,-1
28.8080,44882.4044885532,7202,0.05,0.49,-0.54,0.06,0.54,-0.80,200.1,28.9,25.2,-4
28.8120,44882.4044885995,7203,0.05,0.49,-0.49,0.07,0.50,-0.81,199.3,26.9,26.9,-4
28.8160,44882.4044886458,7204,0.00,0.54,-0.44,0.05,0.49,-0.83,193.2,24.3,26.6,-4
28.8200,44882.4044886921,7205,0.00,0.44,-0.54,0.05,0.57,-0.86,191.9,25.1,22.8,-4
28.8240,44882.4044887384,7206,0.00,0.44,-0.49,0.10,0.42,-0.64,195.3,27.6,21.9,-3
28.8280,44882.4044887847,7207,0.00,0.44,-0.44,0.09,0.40,-0.74,139.6,18.8,23.5,-3
28.8320,44882.404488831,7208,0.05,0.49,-0.44,0.07,0.48,-0.84,103.4,15.3,24.1,-3
28.8360,44882.4044888773,7209,0.10,0.49,-0.54,0.13,0.42,-0.85,85.2,12.7,29.9,-3
28.8400,44882.4044889236,7210,0.05,0.49,-0.49,0.06,0.51,-0.82,44.6,6.8,31.2,-3
28.8440,44882.4044889699,7211,0.00,0.49,-0.54,0.07,0.52,-0.79,19.0,-0.9,32.2,-3
28.8480,44882.4044890162,7212,0.05,0.49,-0.63,0.05,0.44,-0.92,1.6,-2.8,41.8,-3
28.8520,44882.4044890625,7213,-0.05,0.39,-0.54,0.03,0.43,-0.91,-11.4,-2.8,32.5,-3
28.8560,44882.4044891088,7214,0.00,0.39,-0.54,0.01,0.43,-0.87,-24.6,-6.5,16.8,-3
28.8600,44882.4044891551,7215,0.05,0.39,-0.54,0.07,0.42,-0.91,-30.7,-11.3,19.2,-4
28.8640,44882.4044892014,7216,-0.05,0.39,-0.54,0.08,0.46,-0.84,-43.7,-12.3,18.0,-4
28.8680,44882.4044892477,7217,-0.05,0.44,-0.59,0.05,0.44,-0.86,-52.9,-12.2,20.0,-3
28.8720,44882.404489294,7218,-0.05,0.39,-0.63,0.07,0.51,-0.82,-62.5,-13.0,18.8,-3
28.8760,44882.4044893403,7219,0.05,0.49,-0.54,0.03,0.56,-0.83,-74.2,-20.6,29.2,-3
28.8800,44882.4044893866,7220,0.10,0.49,-0.59,0.06,0.58,-0.80,-89.7,-19.6,44.3,-3
28.8840,44882.4044894329,7221,-0.05,0.39,-0.59,0.09,0.44,-0.85,-98.1,-9.7,41.1,-3
28.8880,44882.4044894792,7222,-0.05,0.34,-0.54,0.06,0.45,-0.83,-106.3,-10.0,38.2,-3
28.8920,44882.4044895255,7223,0.00,0.49,-0.54,0.09,0.54,-0.78,-121.1,-15.7,38.5,-2
28.8960,44882.4044895718,7224,-0.05,0.49,-0.54,-0.02,0.46,-0.79,-131.4,-11.3,40.2,-3
28.9000,44882.4044896181,7225,0.10,0.34,-0.49,0.05,0.54,-0.85,-143.9,-10.9,40.2,-4
28.9040,44882.4044896644,7226,0.00,0.44,-0.59,0.04,0.49,-0.89,-150.6,-9.6,39.6,-6
28.9080,44882.4044897107,7227,0.10,0.54,-0.54,0.06,0.63,-0.84,-152.1,-14.2,39.6,-6
28.9120,44882.404489757,7228,0.00,0.49,-0.49,0.09,0.52,-0.87,-148.6,-13.2,47.6,-6
28.9160,44882.4044898033,7229,0.00,0.49,-0.49,0.15,0.57,-0.81,-146.1,-11.8,50.8,-6
28.9200,44882.4044898495,7230,0.00,0.49,-0.54,0.08,0.56,-0.85,-139.1,-13.3,49.9,-6
28.9240,44882.4044898958,7231,-0.05,0.49,-0.54,0.04,0.55,-0.86,-131.9,-16.0,45.4,-6
28.9280,44882.4044899421,7232,0.00,0.44,-0.68,0.07,0.59,-0.83,-124.5,-14.6,36.9,-5
28.9320,44882.4044899884,7233,0.05,0.59,-0.54,0.10,0.68,-0.92,-105.4,-22.2,35.0,-5
28.9360,44882.4044900347,7234,-0.05,0.49,-0.63,0.01,0.70,-0.83,-85.7,-16.2,29.8,-5
28.9400,44882.404490081,7235,0.00,0.49,-0.54,0.04,0.69,-0.85,-79.1,-10.8,20.6,-5
28.9440,44882.4044901273,7236,0.05,0.54,-0.54,0.05,0.71,-0.82,-66.9,-10.9,20.5,-5
28.9480,44882.4044901736,7237,0.05,0.54,-0.54,0.07,0.62,-0.83,-57.5,-8.9,15.8,-4
28.9520,44882.4044902199,7238,0.00,0.54,-0.54,0.07,0.62,-0.82,-48.7,-8.2,13.3,-4
28.9560,44882.4044902662,7239,0.05,0.54,-0.54,0.04,0.67,-0.84,-41.6,-6.7,15.7,-4
28.9600,44882.4044903125,7240,0.10,0.49,-0.59,0.08,0.56,-0.83,-38.1,-5.7,16.1,-4
28.9640,44882.4044903588,7241,0.00,0.54,-0.39,0.06,0.59,-0.82,-30.9,-1.2,9.2,-4
28.9680,44882.4044904051,7242,0.05,0.54,-0.59,0.12,0.50,-0.80,-23.3,-2.5,8.8,-4
28.9720,44882.4044904514,7243,0.05,0.54,-0.54,0.04,0.63,-0.79,-14.9,-0.8,3.5,-4
28.9760,44882.4044904977,7244,0.00,0.54,-0.59,0.07,0.57,-0.86,-7.6,0.7,1.1,-4
28.9800,44882.404490544,7245,0.00,0.54,-0.49,0.04,0.74,-0.80,-4.7,-1.8,-2.9,-3
28.9840,44882.4044905903,7246,0.10,0.49,-0.49,0.08,0.52,-0.83,4.0,0.0,-2.8,-4
28.9880,44882.4044906366,7247,0.05,0.54,-0.49,0.10,0.62,-0.82,12.1,0.3,-4.4,-4
28.9920,44882.4044906829,7248,0.05,0.49,-0.39,0.08,0.55,-0.80,17.5,0.3,-3.7,-4
28.9960,44882.4044907292,7249,0.05,0.49,-0.49,0.08,0.55,-0.80,15.6,-1.7,-4.9,-4
29.0000,44882.4044907755,7250,0.05,0.49,-0.39,0.12,0.55,-0.73,15.1,-2.3,-3.0,-4
29.0040,44882.4044908218,7251,0.05,0.54,-0.49,0.05,0.63,-0.77,8.4,-3.5,-4.0,-4
29.0080,44882.4044908681,7252,0.10,0.54,-0.49,0.08,0.60,-0.78,1.9,-4.2,-4.0,-3
29.0120,44882.4044909144,7253,0.00,0.49,-0.49,0.06,0.61,-0.81,1.0,-3.8,-1.7,-3
29.0160,44882.4044909607,7254,0.05,0.54,-0.44,0.10,0.62,-0.80,-2.2,-4.4,1.3,-3
29.0200,44882.404491007,7255,0.10,0.54,-0.34,0.06,0.62,-0.78,-7.8,-3.2,1.8,-3
29.0240,44882.4044910533,7256,0.05,0.54,-0.49,0.06,0.59,-0.80,-8.4,-1.3,2.2,-3
29.0280,44882.4044910996,7257,0.05,0.54,-0.44,0.06,0.61,-0.79,-9.1,-1.3,0.8,-3
29.0320,44882.4044911458,7258,0.00,0.49,-0.49,0.05,0.62,-0.81,-9.6,0.7,-1.3,-3
29.0360,44882.4044911921,7259,0.00,0.54,-0.44,0.05,0.62,-0.80,-12.7,-0.2,-5.6,-3
29.0400,44882.4044912384,7260,0.05,0.54,-0.54,0.03,0.63,-0.80,-16.2,0.3,-10.3,-3
29.0440,44882.4044912847,7261,0.05,0.49,-0.49,0.09,0.64,-0.78,-21.6,-2.5,-9.4,-3
29.0480,44882.404491331,7262,0.10,0.54,-0.49,0.06,0.62,-0.78,-26.2,0.6,-7.2,-3
29.0520,44882.4044913773,7263,0.00,0.54,-0.44,0.10,0.62,-0.78,-31.3,0.8,-4.1,-3
29.0560,44882.4044914236,7264,0.05,0.54,-0.63,0.09,0.68,-0.78,-41.1,-2.9,-1.3,-3
29.0600,44882.4044914699,7265,0.10,0.49,-0.34,0.09,0.61,-0.77,-51.6,-1.3,1.2,-2
29.0640,44882.4044915162,7266,0.05,0.54,-0.34,0.21,0.56,-0.75,-57.8,-2.6,7.5,-2
29.0680,44882.4044915625,7267,0.05,0.54,-0.54,0.09,0.67,-0.81,-69.7,-1.5,9.9,-2
29.0720,44882.4044916088,7268,0.00,0.54,-0.44,0.09,0.65,-0.70,-78.4,-4.4,22.5,-2
29.0760,44882.4044916551,7269,0.00,0.54,-0.44,0.06,0.67,-0.77,-83.5,-0.9,18.5,-2
29.0800,44882.4044917014,7270,0.15,0.59,-0.49,0.04,0.70,-0.81,-81.0,-0.3,20.8,-2
29.0840,44882.4044917477,7271,0.00,0.44,-0.44,0.07,0.58,-0.79,-74.4,1.1,16.7,-1
29.0880,44882.404491794,7272,0.05,0.54,-0.44,0.11,0.53,-0.66,-68.1,1.6,25.8,-1
29.0920,44882.4044918403,7273,0.00,0.54,-0.49,0.11,0.62,-0.81,-59.1,2.6,16.5,-1
29.0960,44882.4044918866,7274,0.05,0.54,-0.54,0.09,0.64,-0.76,-45.5,4.1,14.9,-1
29.1000,44882.4044919329,7275,0.00,0.54,-0.39,0.04,0.65,-0.76,-39.1,6.8,10.2,-1
29.1040,44882.4044919792,7276,0.10,0.54,-0.39,0.06,0.65,-0.71,-33.3,8.7,6.4,-1
29.1080,44882.4044920255,7277,0.05,0.54,-0.39,0.06,0.66,-0.74,-28.5,9.8,3.0,-1
29.1120,44882.4044920718,7278,0.15,0.63,-0.39,0.08,0.69,-0.76,-22.1,12.7,-3.8,0
29.1160,44882.4044921181,7279,0.05,0.49,-0.54,0.05,0.65,-0.77,-26.6,4.3,4.0,0
29.1200,44882.4044921644,7280,0.05,0.54,-0.54,0.09,0.50,-0.81,-12.0,6.0,-1.7,0
29.1240,44882.4044922107,7281,0.05,0.54,-0.54,0.19,0.69,-0.85,-7.0,3.6,6.7,-1
29.1280,44882.404492257,7282,0.00,0.59,-0.49,0.19,0.79,-0.75,5.8,0.6,16.2,-1
29.1320,44882.4044923033,7283,0.00,0.54,-0.54,0.13,0.70,-0.84,25.3,-8.9,26.6,-1
29.1360,44882.4044923496,7284,0.05,0.54,-0.63,0.07,0.74,-1.10,52.0,-30.4,29.9,-1
29.1400,44882.4044923958,7285,0.00,0.54,-0.39,0.04,0.48,-0.55,84.9,-15.4,31.0,-1
29.1440,44882.4044924421,7286,0.00,0.49,-0.29,0.05,0.55,-0.56,58.7,3.5,22.9,-2
29.1480,44882.4044924884,7287,0.00,0.59,-0.44,0.10,0.70,-0.77,48.6,9.8,21.8,-3
29.1520,44882.4044925347,7288,0.10,0.54,-0.49,0.14,0.54,-0.68,52.0,15.6,26.7,-3
29.1560,44882.404492581,7289,0.15,0.54,-0.44,0.13,0.62,-0.78,60.7,22.0,29.1,-3
29.1600,44882.4044926273,7290,0.15,0.54,-0.54,0.15,0.60,-0.80,69.2,27.5,33.7,-4
29.1640,44882.4044926736,7291,0.05,0.49,-0.44,0.11,0.63,-0.74,72.4,27.8,33.7,-4
29.1680,44882.4044927199,7292,0.05,0.54,-0.44,0.13,0.59,-0.72,76.2,26.7,30.9,-4
29.1720,44882.4044927662,7293,0.10,0.54,-0.44,0.15,0.64,-0.76,73.5,29.3,28.3,-4
29.1760,44882.4044928125,7294,0.15,0.54,-0.49,0.12,0.61,-0.76,78.0,32.6,30.0,-4
29.1800,44882.4044928588,7295,0.10,0.54,-0.49,0.11,0.61,-0.77,78.3,33.2,31.3,-4
29.1840,44882.4044929051,7296,0.05,0.54,-0.44,0.19,0.63,-0.78,77.0,33.6,34.1,-4
29.1880,44882.4044929514,7297,0.05,0.54,-0.44,0.10,0.56,-0.74,74.8,31.5,40.7,-4
29.1920,44882.4044929977,7298,0.10,0.54,-0.44,0.16,0.68,-0.82,66.7,32.9,47.0,-4
29.1960,44882.404493044,7299,0.00,0.54,-0.39,0.08,0.64,-0.77,59.0,29.7,49.1,-4
29.2000,44882.4044930903,7300,0.05,0.49,-0.49,0.14,0.62,-0.80,44.9,23.7,45.4,-4
29.2040,44882.4044931366,7301,0.10,0.54,-0.39,0.15,0.59,-0.78,34.5,19.6,47.8,-4
29.2080,44882.4044931829,7302,0.15,0.54,-0.49,0.13,0.57,-0.79,29.6,21.2,52.3,-4
29.2120,44882.4044932292,7303,0.15,0.54,-0.49,0.20,0.54,-0.79,22.3,17.3,54.0,-4
29.2160,44882.4044932755,7304,0.05,0.54,-0.49,0.11,0.54,-0.79,13.2,15.0,44.3,-4
29.2200,44882.4044933218,7305,0.05,0.49,-0.54,0.14,0.62,-0.84,8.6,13.2,39.4,-4
29.2240,44882.4044933681,7306,0.10,0.44,-0.49,0.08,0.60,-0.85,4.2,13.8,35.3,-3
29.2280,44882.4044934144,7307,0.10,0.54,-0.54,0.18,0.56,-0.79,3.3,15.9,31.9,-3
29.2320,44882.4044934607,7308,0.20,0.54,-0.49,0.24,0.37,-0.78,-11.8,12.5,54.1,-3
29.2360,44882.404493507,7309,0.10,0.49,-0.54,0.10,0.70,-0.82,-11.9,17.8,46.4,-3
29.2400,44882.4044935533,7310,0.20,0.54,-0.49,0.16,0.63,-0.78,-21.7,15.4,45.8,-3
29.2440,44882.4044935995,7311,0.15,0.49,-0.54,0.28,0.47,-0.82,-34.9,14.8,52.2,-3
29.2480,44882.4044936458,7312,0.10,0.54,-0.39,0.15,0.64,-0.79,-42.4,13.0,50.6,-2
29.2520,44882.4044936921,7313,0.10,0.54,-0.44,0.15,0.62,-0.82,-54.2,13.9,47.0,-2
29.2560,44882.4044937384,7314,0.15,0.54,-0.49,0.15,0.63,-0.76,-60.3,10.2,40.8,-2
29.2600,44882.4044937847,7315,0.15,0.54,-0.59,0.10,0.65,-0.79,-66.3,11.1,38.8,-2
29.2640,44882.404493831,7316,0.10,0.54,-0.44,0.17,0.63,-0.74,-66.4,6.3,33.1,-2
29.2680,44882.4044938773,7317,0.10,0.54,-0.44,0.18,0.63,-0.75,-72.3,6.1,32.4,-1
29.2720,44882.4044939236,7318,0.20,0.49,-0.39,0.24,0.58,-0.75,-76.1,8.2,33.7,-1
29.2760,44882.4044939699,7319,0.24,0.54,-0.44,0.21,0.65,-0.77,-74.9,8.7,35.6,-1
29.2800,44882.4044940162,7320,0.15,0.54,-0.44,0.20,0.56,-0.73,-72.2,7.4,31.9,-1
29.2840,44882.4044940625,7321,0.15,0.54,-0.49,0.22,0.66,-0.75,-73.2,7.9,32.9,-1
29.2880,44882.4044941088,7322,0.24,0.49,-0.39,0.20,0.61,-0.77,-74.7,7.9,36.0,-1
29.2920,44882.4044941551,7323,0.20,0.54,-0.39,0.23,0.67,-0.75,-74.1,4.0,42.4,-1
29.2960,44882.4044942014,7324,0.24,0.59,-0.49,0.23,0.60,-0.79,-73.3,4.0,47.8,-1
29.3000,44882.4044942477,7325,-0.20,0.78,-0.83,0.00,0.71,-0.92,-68.4,2.2,48.9,-1
29.3040,44882.404494294,7326,0.39,0.44,-0.34,-0.09,0.75,-0.76,-72.8,-3.9,44.5,-1
29.3080,44882.4044943403,7327,0.34,0.54,-0.39,0.24,0.60,-0.73,-60.8,1.7,47.5,0
29.3120,44882.4044943866,7328,0.29,0.49,-0.34,0.33,0.54,-0.74,-53.3,15.1,42.0,0
29.3160,44882.4044944329,7329,0.20,0.54,-0.34,0.27,0.65,-0.68,-46.4,21.6,48.7,0
29.3200,44882.4044944792,7330,0.24,0.54,-0.39,0.17,0.65,-0.75,-51.7,26.1,52.0,0
29.3240,44882.4044945255,7331,0.15,0.54,-0.39,0.12,0.66,-0.76,-50.8,31.8,47.3,0
29.3280,44882.4044945718,7332,0.15,0.54,-0.44,0.16,0.66,-0.77,-48.2,27.7,38.1,0
29.3320,44882.4044946181,7333,0.05,0.54,-0.44,0.08,0.69,-0.75,-47.6,30.2,33.3,0
29.3360,44882.4044946644,7334,-0.15,0.83,-0.63,-0.83,1.36,-1.79,-77.1,-18.6,28.4,1
29.3400,44882.4044947107,7335,0.34,0.34,-0.34,0.17,0.73,-0.86,-57.3,12.7,17.2,1
29.3440,44882.404494757,7336,0.34,0.49,-0.34,0.24,0.70,-0.77,-45.1,21.4,9.1,1
29.3480,44882.4044948033,7337,0.24,0.54,-0.34,0.32,0.60,-0.71,-38.7,24.3,9.9,1
29.3520,44882.4044948496,7338,0.20,0.54,-0.34,0.23,0.65,-0.73,-35.1,24.9,10.8,1
29.3560,44882.4044948958,7339,0.24,0.54,-0.34,0.21,0.74,-0.67,-33.8,26.5,14.1,1
29.3600,44882.4044949421,7340,0.20,0.54,-0.34,0.21,0.68,-0.75,-31.9,27.5,13.7,1
29.3640,44882.4044949884,7341,0.24,0.59,-0.44,0.22,0.67,-0.72,-29.5,27.0,13.5,2
29.3680,44882.4044950347,7342,0.20,0.54,-0.34,0.23,0.65,-0.67,-25.8,25.1,10.9,1
29.3720,44882.404495081,7343,0.24,0.54,-0.34,0.23,0.64,-0.75,-22.4,23.4,13.6,1
29.3760,44882.4044951273,7344,0.24,0.59,-0.34,0.25,0.66,-0.73,-20.8,20.0,11.5,1
29.3800,44882.4044951736,7345,0.29,0.54,-0.39,0.25,0.66,-0.68,-17.5,16.7,10.5,2
29.3840,44882.4044952199,7346,0.20,0.54,-0.44,0.23,0.63,-0.74,-16.3,14.9,8.3,1
29.3880,44882.4044952662,7347,0.20,0.54,-0.44,0.27,0.70,-0.67,-13.0,12.9,13.7,1
29.3920,44882.4044953125,7348,0.24,0.59,-0.39,0.25,0.70,-0.69,-13.4,9.8,5.8,1
29.3960,44882.4044953588,7349,0.20,0.54,-0.54,0.23,0.63,-0.73,-13.3,3.5,4.3,1
29.4000,44882.4044954051,7350,0.24,0.54,-0.34,0.26,0.66,-0.67,-10.8,3.0,3.0,1
29.4040,44882.4044954514,7351,0.20,0.54,-0.34,0.27,0.67,-0.69,-9.4,1.5,5.9,1
29.4080,44882.4044954977,7352,0.24,0.49,-0.39,0.31,0.60,-0.71,-7.1,-2.9,9.8,1
29.4120,44882.404495544,7353,0.10,0.54,-0.34,0.24,0.68,-0.70,-6.8,-3.0,9.6,1
29.4160,44882.4044955903,7354,0.15,0.54,-0.44,0.26,0.70,-0.68,-2.5,-2.4,8.7,2
29.4200,44882.4044956366,7355,0.20,0.54,-0.34,0.23,0.61,-0.71,-0.8,-0.9,11.1,2
29.4240,44882.4044956829,7356,0.29,0.44,-0.34,0.26,0.68,-0.76,1.8,-3.8,14.5,1
29.4280,44882.4044957292,7357,0.24,0.59,-0.44,0.25,0.75,-0.72,4.1,-2.2,14.4,1
29.4320,44882.4044957755,7358,0.20,0.54,-0.34,0.25,0.68,-0.71,1.3,-3.4,10.8,1
29.4360,44882.4044958218,7359,-0.39,0.78,-1.07,-1.34,1.39,-2.72,-16.9,-35.5,17.1,1
29.4400,44882.4044958681,7360,0.59,0.54,0.10,0.40,0.79,-0.50,-13.8,-29.9,11.9,1
29.4440,44882.4044959144,7361,0.29,0.59,-0.29,0.39,0.69,-0.57,-5.9,-8.0,-0.6,1
29.4480,44882.4044959607,7362,0.34,0.54,-0.34,0.29,0.69,-0.76,-7.3,-6.6,-1.5,1
29.4520,44882.404496007,7363,0.20,0.54,-0.44,0.01,0.57,-0.76,-16.1,-15.9,6.3,1
29.4560,44882.4044960533,7364,0.10,0.54,-0.39,0.22,0.82,-0.74,-8.2,-9.0,3.7,1
29.4600,44882.4044960996,7365,0.15,0.54,-0.39,0.21,0.67,-0.52,-9.5,-6.3,0.6,1
29.4640,44882.4044961458,7366,0.20,0.59,-0.39,0.29,0.68,-0.69,-4.1,1.4,-2.1,1
29.4680,44882.4044961921,7367,0.20,0.59,-0.34,0.25,0.69,-0.67,-5.4,0.0,-0.6,1
29.4720,44882.4044962384,7368,0.15,0.59,-0.39,0.41,0.71,-0.77,-6.2,0.4,-2.0,1
29.4760,44882.4044962847,7369,0.24,0.54,-0.29,0.26,0.62,-0.64,-0.2,3.4,-1.2,1
29.4800,44882.404496331,7370,0.29,0.54,-0.34,0.34,0.63,-0.75,3.7,4.2,0.2,1
29.4840,44882.4044963773,7371,0.24,0.63,-0.39,0.16,0.77,-0.73,6.5,5.0,4.9,1
29.4880,44882.4044964236,7372,0.24,0.54,-0.44,0.32,0.53,-0.98,0.2,-4.0,1.7,1
29.4920,44882.4044964699,7373,0.24,0.54,-0.29,0.24,0.57,-0.64,13.1,6.1,3.1,1
29.4960,44882.4044965162,7374,0.34,0.54,-0.34,0.38,0.63,-0.84,16.4,1.0,-0.1,1
29.5000,44882.4044965625,7375,0.34,0.44,-0.29,0.28,0.58,-0.67,26.6,8.2,5.4,1
29.5040,44882.4044966088,7376,0.20,0.49,-0.29,0.30,0.65,-0.65,28.7,12.7,10.0,1
29.5080,44882.4044966551,7377,0.20,0.54,-0.34,0.27,0.65,-0.69,29.0,12.0,10.7,1
29.5120,44882.4044967014,7378,0.20,0.54,-0.39,0.31,0.66,-0.70,27.0,10.9,11.4,1
29.5160,44882.4044967477,7379,0.29,0.54,-0.34,0.34,0.52,-0.57,23.9,14.9,18.0,1
29.5200,44882.404496794,7380,0.24,0.54,-0.39,0.30,0.65,-0.70,33.5,12.2,18.2,1
29.5240,44882.4044968403,7381,0.20,0.54,-0.34,0.31,0.64,-0.74,32.1,10.6,18.6,1
29.5280,44882.4044968866,7382,0.20,0.54,-0.44,0.27,0.66,-0.68,31.2,11.5,20.8,1
29.5320,44882.4044969329,7383,0.20,0.59,-0.34,0.25,0.68,-0.69,26.2,15.0,26.3,1
29.5360,44882.4044969792,7384,0.34,0.54,-0.29,0.35,0.63,-0.66,29.8,16.9,29.6,1
29.5400,44882.4044970255,7385,0.29,0.54,-0.39,0.33,0.63,-0.65,30.2,20.5,31.4,1
29.5440,44882.4044970718,7386,0.29,0.54,-0.34,0.31,0.68,-0.67,31.3,21.8,32.8,1
29.5480,44882.4044971181,7387,0.20,0.54,-0.39,0.30,0.66,-0.70,35.3,20.7,37.0,1
29.5520,44882.4044971644,7388,0.24,0.59,-0.29,0.27,0.72,-0.72,31.9,20.7,35.8,1
29.5560,44882.4044972107,7389,0.34,0.54,-0.29,0.32,0.61,-0.67,25.8,19.9,32.4,1
29.5600,44882.404497257,7390,0.20,0.54,-0.34,0.31,0.70,-0.70,25.8,14.9,27.6,1
29.5640,44882.4044973033,7391,0.24,0.54,-0.44,0.33,0.68,-0.69,19.0,10.9,26.8,1
29.5680,44882.4044973495,7392,0.24,0.54,-0.34,0.27,0.69,-0.70,15.4,5.8,23.9,1
