' Device: 0018; Hardware: v03.07.02; Firmware: v03.07.02; Ain: 3.300V F.S. x1 Gain
' Test ID: 0
' Run Started: 17/11(Nov)/2022 09:41:49
' Scan Freq (Hz): 250
' Log Time (sec): 120; Delay Time (sec): 10; Clock Adj.: 1.000000
' 
' Time,DateTime,Scan,X1-X,X1-Y,X1-Z,X2-X,X2-Y,X2-Z,G2-X,G2-Y,G2-Z,Ain
' (Sec),(Serial),Number,(g),(g),(g),(g),(g),(g),(°/sec),(°/sec),(°/sec),(ADc)
0.0040,44882.4041551736,1,-0.44,-0.15,-0.54,-0.53,-0.16,-0.85,0.5,-2.4,1.7,-8
0.0080,44882.4041552199,2,-0.39,-0.20,-0.54,-0.54,-0.15,-0.85,-0.1,-2.3,1.5,-7
0.0120,44882.4041552662,3,-0.44,-0.24,-0.59,-0.54,-0.16,-0.85,0.5,-1.4,1.1,-7
0.0160,44882.4041553125,4,-0.39,-0.15,-0.54,-0.53,-0.15,-0.85,0.2,-1.2,1.0,-7
0.0200,44882.4041553588,5,-0.44,-0.15,-0.59,-0.54,-0.16,-0.85,0.5,-0.3,1.3,-7
0.0240,44882.4041554051,6,-0.44,-0.15,-0.49,-0.53,-0.15,-0.85,0.5,-0.2,1.2,-7
0.0280,44882.4041554514,7,-0.34,-0.15,-0.63,-0.54,-0.14,-0.85,-0.4,-0.6,1.2,-7
0.0320,44882.4041554977,8,-0.49,-0.20,-0.59,-0.53,-0.15,-0.85,-0.5,0.0,1.3,-7
0.0360,44882.404155544,9,-0.49,-0.24,-0.54,-0.53,-0.16,-0.85,-0.4,-0.3,1.4,-7
0.0400,44882.4041555903,10,-0.39,-0.15,-0.59,-0.54,-0.15,-0.85,-0.8,-0.9,1.4,-7
0.0440,44882.4041556366,11,-0.34,-0.15,-0.59,-0.54,-0.14,-0.85,-0.6,-1.0,1.3,-7
0.0480,44882.4041556829,12,-0.39,-0.24,-0.54,-0.54,-0.15,-0.86,-0.5,-0.8,1.4,-7
0.0520,44882.4041557292,13,-0.49,-0.24,-0.54,-0.54,-0.15,-0.82,-0.3,-0.5,0.6,-6
0.0560,44882.4041557755,14,-0.44,-0.20,-0.59,-0.53,-0.15,-0.82,1.4,0.2,-0.6,-6
0.0600,44882.4041558218,15,-0.39,-0.20,-0.49,-0.54,-0.16,-0.83,2.4,0.5,-0.3,-6
0.0640,44882.4041558681,16,-0.44,-0.20,-0.54,-0.53,-0.16,-0.85,2.5,0.3,-0.9,-6
0.0680,44882.4041559144,17,-0.44,-0.20,-0.68,-0.53,-0.17,-0.86,1.9,-0.4,-0.4,-6
0.0720,44882.4041559606,18,-0.39,-0.20,-0.49,-0.53,-0.16,-0.85,0.8,-0.7,-0.5,-6
0.0760,44882.4041560069,19,-0.34,-0.20,-0.63,-0.54,-0.16,-0.86,0.4,-0.9,-0.2,-6
0.0800,44882.4041560532,20,-0.44,-0.15,-0.63,-0.53,-0.14,-0.85,0.5,-1.0,0.1,-6
0.0840,44882.4041560995,21,-0.39,-0.15,-0.59,-0.54,-0.14,-0.86,0.7,-0.9,0.0,-6
0.0880,44882.4041561458,22,-0.39,-0.05,-0.54,-0.55,-0.13,-0.87,0.5,-0.6,0.4,-6
0.0920,44882.4041561921,23,-0.44,-0.15,-0.59,-0.54,-0.13,-0.88,0.7,-1.1,0.5,-6
0.0960,44882.4041562384,24,-0.39,-0.10,-0.59,-0.55,-0.14,-0.86,0.4,-0.1,0.9,-6
0.1000,44882.4041562847,25,-0.44,-0.10,-0.63,-0.55,-0.13,-0.87,-0.2,0.6,0.4,-6
0.1040,44882.404156331,26,-0.44,-0.15,-0.49,-0.53,-0.15,-0.86,0.0,2.4,-0.3,-5
0.1080,44882.4041563773,27,-0.39,-0.15,-0.54,-0.53,-0.14,-0.85,-0.2,2.7,0.2,-5
0.1120,44882.4041564236,28,-0.44,-0.15,-0.54,-0.55,-0.16,-0.86,-0.1,0.2,-0.4,-5
0.1160,44882.4041564699,29,-0.44,-0.20,-0.63,-0.55,-0.15,-0.87,-1.2,-2.6,-0.5,-5
0.1200,44882.4041565162,30,-0.34,-0.15,-0.54,-0.53,-0.16,-0.87,-2.0,-2.9,-0.8,-5
0.1240,44882.4041565625,31,-0.49,-0.15,-0.54,-0.54,-0.15,-0.85,-2.1,-2.9,-0.1,-5
0.1280,44882.4041566088,32,-0.49,-0.24,-0.59,-0.54,-0.16,-0.85,-2.1,-2.6,0.0,-5
0.1320,44882.4041566551,33,-0.54,-0.20,-0.59,-0.54,-0.16,-0.84,-3.3,-3.2,0.9,-5
0.1360,44882.4041567014,34,-0.44,-0.20,-0.54,-0.54,-0.15,-0.84,-3.3,-2.2,0.9,-5
0.1400,44882.4041567477,35,-0.49,-0.24,-0.59,-0.52,-0.16,-0.85,-3.7,-2.5,0.8,-5
0.1440,44882.404156794,36,-0.39,-0.20,-0.54,-0.52,-0.15,-0.84,-3.6,-1.3,1.1,-5
0.1480,44882.4041568403,37,-0.44,-0.15,-0.59,-0.52,-0.15,-0.84,-3.5,-1.3,1.3,-5
0.1520,44882.4041568866,38,-0.39,-0.24,-0.59,-0.52,-0.15,-0.84,-2.7,-0.6,2.5,-5
0.1560,44882.4041569329,39,-0.49,-0.15,-0.59,-0.54,-0.14,-0.85,-2.8,-0.7,1.9,-5
0.1600,44882.4041569792,40,-0.39,-0.20,-0.54,-0.53,-0.16,-0.82,-2.7,-0.5,2.1,-5
0.1640,44882.4041570255,41,-0.39,-0.20,-0.49,-0.53,-0.15,-0.81,-1.4,-1.1,1.4,-5
0.1680,44882.4041570718,42,-0.54,-0.24,-0.49,-0.52,-0.16,-0.83,-0.4,-0.2,0.4,-5
0.1720,44882.4041571181,43,-0.44,-0.24,-0.54,-0.52,-0.17,-0.82,-0.5,0.1,0.1,-4
0.1760,44882.4041571643,44,-0.39,-0.20,-0.49,-0.52,-0.16,-0.83,0.6,-0.2,0.8,-4
0.1800,44882.4041572106,45,-0.44,-0.15,-0.49,-0.52,-0.16,-0.83,-0.1,0.5,0.8,-4
0.1840,44882.4041572569,46,-0.39,-0.15,-0.49,-0.52,-0.16,-0.84,-1.1,-0.2,0.5,-4
0.1880,44882.4041573032,47,-0.44,-0.24,-0.63,-0.54,-0.14,-0.85,-0.3,-0.6,0.5,-4
0.1920,44882.4041573495,48,-0.44,-0.24,-0.49,-0.54,-0.15,-0.86,0.3,-0.2,1.1,-4
0.1960,44882.4041573958,49,-0.39,-0.15,-0.54,-0.53,-0.15,-0.83,1.0,0.1,0.8,-4
0.2000,44882.4041574421,50,-0.44,-0.24,-0.59,-0.52,-0.14,-0.85,2.0,-0.1,1.0,-4
0.2040,44882.4041574884,51,-0.44,-0.15,-0.59,-0.53,-0.14,-0.85,2.0,0.2,0.9,-4
0.2080,44882.4041575347,52,-0.49,-0.15,-0.63,-0.54,-0.14,-0.87,1.9,0.6,0.1,-4
0.2120,44882.404157581,53,-0.44,-0.20,-0.49,-0.54,-0.15,-0.85,1.1,0.6,0.7,-4
0.2160,44882.4041576273,54,-0.49,-0.20,-0.54,-0.53,-0.15,-0.85,0.7,0.8,-0.4,-4
0.2200,44882.4041576736,55,-0.39,-0.24,-0.54,-0.53,-0.15,-0.85,0.8,0.7,-0.2,-4
0.2240,44882.4041577199,56,-0.44,-0.20,-0.49,-0.52,-0.16,-0.85,0.5,-0.4,-0.5,-4
0.2280,44882.4041577662,57,-0.34,-0.10,-0.54,-0.52,-0.15,-0.85,-0.2,-0.8,-0.9,-4
0.2320,44882.4041578125,58,-0.39,-0.24,-0.63,-0.53,-0.15,-0.86,0.4,-0.2,-0.9,-4
0.2360,44882.4041578588,59,-0.39,-0.24,-0.68,-0.52,-0.17,-0.86,0.2,0.3,0.1,-4
0.2400,44882.4041579051,60,-0.39,-0.15,-0.59,-0.52,-0.17,-0.86,0.4,0.9,0.4,-4
0.2440,44882.4041579514,61,-0.44,-0.24,-0.59,-0.53,-0.16,-0.85,0.9,0.6,1.1,-4
0.2480,44882.4041579977,62,-0.44,-0.24,-0.54,-0.51,-0.16,-0.83,1.0,0.5,0.8,-4
0.2520,44882.404158044,63,-0.44,-0.20,-0.44,-0.53,-0.17,-0.84,2.1,-0.4,1.1,-4
0.2560,44882.4041580903,64,-0.44,-0.20,-0.54,-0.53,-0.17,-0.85,3.5,-1.2,1.7,-4
0.2600,44882.4041581366,65,-0.44,-0.15,-0.49,-0.52,-0.17,-0.84,2.4,-2.1,0.3,-4
0.2640,44882.4041581829,66,-0.39,-0.24,-0.54,-0.52,-0.16,-0.85,2.0,-2.3,1.0,-4
0.2680,44882.4041582292,67,-0.39,-0.20,-0.54,-0.52,-0.15,-0.85,1.8,-2.1,1.8,-3
0.2720,44882.4041582755,68,-0.44,-0.20,-0.59,-0.52,-0.14,-0.84,1.1,-1.3,1.1,-3
0.2760,44882.4041583218,69,-0.39,-0.15,-0.59,-0.52,-0.15,-0.85,1.4,-0.6,1.0,-3
0.2800,44882.4041583681,70,-0.44,-0.24,-0.59,-0.54,-0.15,-0.86,2.0,-1.2,0.7,-3
0.2840,44882.4041584143,71,-0.44,-0.15,-0.63,-0.53,-0.15,-0.85,2.3,-0.9,0.4,-3
0.2880,44882.4041584606,72,-0.44,-0.15,-0.63,-0.54,-0.15,-0.86,1.3,-1.4,1.1,-3
0.2920,44882.4041585069,73,-0.44,-0.20,-0.59,-0.54,-0.15,-0.86,1.4,-1.1,1.7,-3
0.2960,44882.4041585532,74,-0.44,-0.20,-0.59,-0.52,-0.15,-0.84,1.0,-1.5,1.4,-3
0.3000,44882.4041585995,75,-0.39,-0.24,-0.54,-0.53,-0.14,-0.85,1.6,-1.3,1.2,-3
0.3040,44882.4041586458,76,-0.39,-0.20,-0.49,-0.54,-0.15,-0.85,1.9,-1.6,0.9,-3
0.3080,44882.4041586921,77,-0.39,-0.20,-0.44,-0.55,-0.15,-0.85,1.8,-1.3,0.5,-3
0.3120,44882.4041587384,78,-0.39,-0.20,-0.54,-0.52,-0.16,-0.85,0.9,-1.9,0.5,-3
0.3160,44882.4041587847,79,-0.44,-0.15,-0.54,-0.53,-0.16,-0.86,0.1,-1.9,0.9,-3
0.3200,44882.404158831,80,-0.44,-0.20,-0.63,-0.53,-0.15,-0.85,0.0,-1.5,1.5,-3
0.3240,44882.4041588773,81,-0.44,-0.15,-0.49,-0.52,-0.15,-0.85,-0.5,-2.0,2.3,-3
0.3280,44882.4041589236,82,-0.44,-0.20,-0.59,-0.53,-0.14,-0.85,0.1,-1.7,1.6,-3
0.3320,44882.4041589699,83,-0.44,-0.15,-0.59,-0.54,-0.14,-0.85,-0.2,-1.9,2.1,-3
0.3360,44882.4041590162,84,-0.44,-0.24,-0.59,-0.55,-0.14,-0.86,0.0,-1.9,2.4,-3
0.3400,44882.4041590625,85,-0.34,-0.05,-0.54,-0.55,-0.13,-0.86,0.2,-2.0,1.8,-3
0.3440,44882.4041591088,86,-0.49,-0.24,-0.59,-0.55,-0.14,-0.86,0.5,-1.1,2.1,-3
0.3480,44882.4041591551,87,-0.44,-0.20,-0.54,-0.54,-0.14,-0.86,0.9,-1.0,1.2,-3
0.3520,44882.4041592014,88,-0.39,-0.15,-0.54,-0.54,-0.13,-0.84,1.3,-0.7,0.4,-3
0.3560,44882.4041592477,89,-0.44,-0.20,-0.54,-0.54,-0.13,-0.85,2.0,-0.7,-0.1,-3
0.3600,44882.404159294,90,-0.44,-0.20,-0.59,-0.55,-0.14,-0.85,1.7,-1.7,-0.6,-3
0.3640,44882.4041593403,91,-0.39,-0.15,-0.54,-0.53,-0.13,-0.85,1.8,-1.4,-1.4,-3
0.3680,44882.4041593866,92,-0.34,-0.15,-0.63,-0.53,-0.13,-0.84,2.9,-1.6,-2.0,-3
0.3720,44882.4041594329,93,-0.44,-0.15,-0.44,-0.54,-0.12,-0.84,2.9,-1.1,-2.0,-3
0.3760,44882.4041594792,94,-0.39,-0.10,-0.49,-0.54,-0.14,-0.85,2.5,-1.0,-2.2,-3
0.3800,44882.4041595255,95,-0.34,-0.15,-0.59,-0.55,-0.13,-0.85,3.1,-1.9,-2.4,-3
0.3840,44882.4041595718,96,-0.44,-0.10,-0.54,-0.54,-0.13,-0.85,2.4,-2.0,-2.1,-3
0.3880,44882.4041596181,97,-0.54,-0.24,-0.59,-0.54,-0.14,-0.84,1.7,-2.2,-2.1,-2
0.3920,44882.4041596644,98,-0.44,-0.15,-0.59,-0.54,-0.14,-0.84,1.5,-1.9,-1.7,-3
0.3960,44882.4041597106,99,-0.34,-0.15,-0.68,-0.54,-0.14,-0.84,1.1,-2.2,-2.2,-3
0.4000,44882.4041597569,100,-0.34,-0.20,-0.59,-0.53,-0.15,-0.83,1.6,-2.2,-1.8,-3
0.4040,44882.4041598032,101,-0.39,-0.15,-0.59,-0.53,-0.14,-0.83,1.1,-1.5,-1.1,-2
0.4080,44882.4041598495,102,-0.39,-0.15,-0.63,-0.52,-0.15,-0.84,1.2,-2.3,-1.8,-3
0.4120,44882.4041598958,103,-0.44,-0.20,-0.54,-0.53,-0.14,-0.84,1.0,-2.9,-1.6,-2
0.4160,44882.4041599421,104,-0.39,-0.15,-0.44,-0.53,-0.15,-0.84,0.2,-2.7,-2.2,-2
0.4200,44882.4041599884,105,-0.49,-0.15,-0.49,-0.54,-0.15,-0.85,0.7,-2.4,-1.9,-3
0.4240,44882.4041600347,106,-0.44,-0.20,-0.63,-0.55,-0.15,-0.85,0.9,-3.1,-2.1,-2
0.4280,44882.404160081,107,-0.49,-0.15,-0.54,-0.53,-0.15,-0.83,1.6,-3.0,-2.6,-2
0.4320,44882.4041601273,108,-0.49,-0.29,-0.59,-0.53,-0.15,-0.85,1.6,-2.1,-2.4,-2
0.4360,44882.4041601736,109,-0.29,-0.15,-0.49,-0.53,-0.17,-0.84,2.6,-2.5,-3.1,-2
0.4400,44882.4041602199,110,-0.39,-0.15,-0.49,-0.53,-0.16,-0.84,2.8,-1.8,-3.2,-2
0.4440,44882.4041602662,111,-0.29,-0.10,-0.63,-0.53,-0.16,-0.85,2.7,-2.5,-3.3,-2
0.4480,44882.4041603125,112,-0.49,-0.24,-0.49,-0.53,-0.17,-0.84,3.0,-2.5,-2.7,-2
0.4520,44882.4041603588,113,-0.34,-0.10,-0.59,-0.53,-0.16,-0.85,2.1,-3.7,-2.4,-2
0.4560,44882.4041604051,114,-0.39,-0.15,-0.54,-0.53,-0.16,-0.85,2.6,-2.5,-1.7,-2
0.4600,44882.4041604514,115,-0.34,-0.20,-0.63,-0.54,-0.17,-0.85,2.0,-2.4,-1.9,-2
0.4640,44882.4041604977,116,-0.39,-0.20,-0.49,-0.53,-0.15,-0.86,2.0,-2.0,-1.8,-2
0.4680,44882.404160544,117,-0.44,-0.15,-0.44,-0.53,-0.15,-0.85,2.0,-2.7,-1.1,-2
0.4720,44882.4041605903,118,-0.44,-0.15,-0.54,-0.53,-0.15,-0.86,3.5,-1.6,-1.8,-2
0.4760,44882.4041606366,119,-0.44,-0.15,-0.59,-0.53,-0.16,-0.86,2.7,-2.2,-0.4,-2
0.4800,44882.4041606829,120,-0.39,-0.20,-0.59,-0.53,-0.16,-0.87,3.5,-2.7,-1.0,-2
0.4840,44882.4041607292,121,-0.34,-0.15,-0.68,-0.53,-0.16,-0.86,3.3,-3.9,-0.2,-2
0.4880,44882.4041607755,122,-0.39,-0.24,-0.68,-0.53,-0.16,-0.88,2.2,-3.3,-0.6,-2
0.4920,44882.4041608218,123,-0.39,-0.20,-0.49,-0.53,-0.15,-0.87,2.7,-2.2,-0.8,-2
0.4960,44882.404160868,124,-0.34,-0.15,-0.54,-0.54,-0.16,-0.85,2.2,-2.9,-1.7,-2
0.5000,44882.4041609143,125,-0.49,-0.15,-0.59,-0.54,-0.14,-0.88,2.8,-3.0,-1.9,-2
0.5040,44882.4041609606,126,-0.44,-0.20,-0.59,-0.54,-0.15,-0.86,3.3,-3.8,-2.2,-2
0.5080,44882.4041610069,127,-0.44,-0.10,-0.54,-0.54,-0.15,-0.87,2.6,-4.9,-2.2,-2
0.5120,44882.4041610532,128,-0.44,-0.20,-0.63,-0.53,-0.16,-0.85,2.5,-4.9,-2.7,-2
0.5160,44882.4041610995,129,-0.39,-0.15,-0.54,-0.53,-0.15,-0.85,1.2,-5.1,-2.4,-2
0.5200,44882.4041611458,130,-0.39,-0.20,-0.63,-0.54,-0.15,-0.85,1.3,-4.8,-2.4,-2
0.5240,44882.4041611921,131,-0.39,-0.20,-0.49,-0.53,-0.16,-0.84,1.8,-4.8,-2.2,-2
0.5280,44882.4041612384,132,-0.34,-0.15,-0.54,-0.53,-0.16,-0.84,1.8,-5.1,-2.0,-2
0.5320,44882.4041612847,133,-0.49,-0.20,-0.54,-0.54,-0.16,-0.84,1.5,-5.8,-2.2,-2
0.5360,44882.404161331,134,-0.39,-0.20,-0.59,-0.53,-0.17,-0.85,2.4,-6.6,-1.6,-2
0.5400,44882.4041613773,135,-0.39,-0.15,-0.59,-0.53,-0.16,-0.85,1.8,-7.1,-0.9,-2
0.5440,44882.4041614236,136,-0.34,-0.20,-0.59,-0.54,-0.15,-0.84,1.9,-6.2,-0.2,-2
0.5480,44882.4041614699,137,-0.29,-0.15,-0.63,-0.53,-0.15,-0.84,1.1,-6.0,-0.2,-2
0.5520,44882.4041615162,138,-0.39,-0.20,-0.59,-0.54,-0.14,-0.84,0.4,-5.0,0.1,-2
0.5560,44882.4041615625,139,-0.49,-0.15,-0.49,-0.53,-0.14,-0.83,1.5,-4.8,0.0,-2
0.5600,44882.4041616088,140,-0.44,-0.20,-0.63,-0.54,-0.14,-0.83,1.7,-4.5,0.0,-2
0.5640,44882.4041616551,141,-0.34,-0.15,-0.63,-0.54,-0.15,-0.85,1.9,-4.0,0.4,-2
0.5680,44882.4041617014,142,-0.44,-0.20,-0.59,-0.55,-0.15,-0.84,0.9,-3.7,1.0,-2
0.5720,44882.4041617477,143,-0.39,-0.20,-0.59,-0.54,-0.15,-0.83,1.4,-3.1,0.6,-2
0.5760,44882.404161794,144,-0.44,-0.24,-0.59,-0.55,-0.14,-0.84,-0.1,-2.9,0.1,-2
0.5800,44882.4041618403,145,-0.44,-0.20,-0.54,-0.53,-0.15,-0.84,-0.5,-2.4,0.2,-2
0.5840,44882.4041618866,146,-0.49,-0.24,-0.49,-0.53,-0.15,-0.82,-0.3,-2.7,0.0,-2
0.5880,44882.4041619329,147,-0.49,-0.20,-0.54,-0.53,-0.16,-0.84,-0.3,-2.4,-0.8,-2
0.5920,44882.4041619792,148,-0.39,-0.24,-0.49,-0.53,-0.17,-0.84,0.2,-3.1,-1.3,-2
0.5960,44882.4041620255,149,-0.44,-0.20,-0.59,-0.53,-0.16,-0.85,0.0,-3.5,-1.0,-2
0.6000,44882.4041620718,150,-0.39,-0.05,-0.59,-0.53,-0.16,-0.84,0.3,-2.9,-0.7,-2
0.6040,44882.4041621181,151,-0.44,-0.20,-0.54,-0.54,-0.15,-0.84,0.3,-2.3,-0.3,-2
0.6080,44882.4041621643,152,-0.39,-0.20,-0.63,-0.53,-0.15,-0.86,0.6,-2.1,-0.5,-2
0.6120,44882.4041622106,153,-0.49,-0.20,-0.59,-0.55,-0.15,-0.86,0.4,-1.8,-1.2,-2
0.6160,44882.4041622569,154,-0.39,-0.15,-0.59,-0.54,-0.15,-0.85,1.2,-1.8,-0.7,-2
0.6200,44882.4041623032,155,-0.49,-0.29,-0.49,-0.55,-0.14,-0.86,0.5,-1.8,-0.7,-2
0.6240,44882.4041623495,156,-0.34,-0.10,-0.54,-0.54,-0.14,-0.85,0.3,-1.4,-0.9,-2
0.6280,44882.4041623958,157,-0.44,-0.05,-0.54,-0.54,-0.14,-0.85,1.3,-0.6,-0.9,-2
0.6320,44882.4041624421,158,-0.44,-0.20,-0.59,-0.55,-0.15,-0.84,1.9,-0.7,-1.9,-2
0.6360,44882.4041624884,159,-0.39,-0.24,-0.59,-0.53,-0.15,-0.85,2.5,-1.2,-2.2,-2
0.6400,44882.4041625347,160,-0.44,-0.15,-0.63,-0.54,-0.15,-0.86,1.8,-2.2,-3.1,-2
0.6440,44882.404162581,161,-0.44,-0.20,-0.49,-0.53,-0.15,-0.84,1.3,-1.4,-2.3,-2
0.6480,44882.4041626273,162,-0.44,-0.20,-0.54,-0.53,-0.16,-0.84,1.2,-2.9,-2.1,-2
0.6520,44882.4041626736,163,-0.44,-0.24,-0.54,-0.54,-0.15,-0.83,0.5,-3.9,-2.0,-2
0.6560,44882.4041627199,164,-0.39,-0.15,-0.54,-0.54,-0.16,-0.83,0.4,-3.1,-1.7,-2
0.6600,44882.4041627662,165,-0.34,-0.15,-0.49,-0.53,-0.15,-0.83,0.6,-3.6,-2.3,-2
0.6640,44882.4041628125,166,-0.39,-0.15,-0.49,-0.53,-0.16,-0.83,1.2,-2.5,-1.9,-2
0.6680,44882.4041628588,167,-0.44,-0.15,-0.59,-0.53,-0.16,-0.83,0.6,-1.8,-1.2,-2
0.6720,44882.4041629051,168,-0.34,-0.15,-0.59,-0.53,-0.16,-0.83,0.3,-1.5,-1.2,-2
0.6760,44882.4041629514,169,-0.39,-0.20,-0.59,-0.53,-0.16,-0.85,0.2,-1.4,-0.6,-2
0.6800,44882.4041629977,170,-0.49,-0.24,-0.59,-0.52,-0.16,-0.84,-0.1,-0.8,-0.5,-2
0.6840,44882.404163044,171,-0.34,-0.20,-0.59,-0.53,-0.15,-0.82,0.0,-0.1,-0.6,-2
0.6880,44882.4041630903,172,-0.39,-0.15,-0.59,-0.54,-0.16,-0.83,1.4,0.4,-1.9,-2
0.6920,44882.4041631366,173,-0.44,-0.15,-0.54,-0.52,-0.15,-0.83,2.5,0.4,-2.1,-2
0.6960,44882.4041631829,174,-0.44,-0.20,-0.59,-0.53,-0.16,-0.85,3.3,0.2,-2.7,-2
0.7000,44882.4041632292,175,-0.44,-0.20,-0.59,-0.52,-0.17,-0.85,2.5,0.2,-2.4,-2
0.7040,44882.4041632755,176,-0.39,-0.15,-0.63,-0.53,-0.17,-0.86,3.2,-0.7,-2.5,-2
0.7080,44882.4041633218,177,-0.44,-0.24,-0.54,-0.53,-0.16,-0.84,2.7,-0.2,-2.1,-2
0.7120,44882.4041633681,178,-0.44,-0.20,-0.54,-0.52,-0.16,-0.85,2.7,1.1,-1.1,-2
0.7160,44882.4041634144,179,-0.44,-0.24,-0.54,-0.53,-0.17,-0.86,2.1,1.1,-0.6,-2
0.7200,44882.4041634606,180,-0.34,-0.15,-0.49,-0.54,-0.17,-0.85,3.3,0.7,-1.5,-2
0.7240,44882.4041635069,181,-0.39,-0.20,-0.68,-0.53,-0.17,-0.85,2.6,0.6,-1.2,-1
0.7280,44882.4041635532,182,-0.49,-0.24,-0.59,-0.53,-0.16,-0.85,3.0,0.9,-0.9,-2
0.7320,44882.4041635995,183,-0.49,-0.20,-0.54,-0.53,-0.16,-0.86,1.7,0.7,-0.1,-2
0.7360,44882.4041636458,184,-0.39,-0.15,-0.59,-0.54,-0.16,-0.86,1.4,-0.7,-0.4,-2
0.7400,44882.4041636921,185,-0.39,-0.24,-0.59,-0.54,-0.16,-0.87,1.7,-0.4,-0.2,-2
0.7440,44882.4041637384,186,-0.44,-0.24,-0.59,-0.55,-0.15,-0.87,0.9,-0.6,-0.7,-2
0.7480,44882.4041637847,187,-0.39,-0.15,-0.63,-0.55,-0.14,-0.86,0.9,-0.2,-0.4,-2
0.7520,44882.404163831,188,-0.44,-0.20,-0.63,-0.54,-0.15,-0.85,0.4,-0.3,-1.2,-2
0.7560,44882.4041638773,189,-0.44,-0.20,-0.59,-0.54,-0.16,-0.86,0.0,0.3,-1.2,-2
0.7600,44882.4041639236,190,-0.39,-0.15,-0.68,-0.53,-0.15,-0.84,-0.5,-0.1,-1.4,-2
0.7640,44882.4041639699,191,-0.39,-0.24,-0.54,-0.53,-0.15,-0.86,-1.1,-0.1,-1.1,-2
0.7680,44882.4041640162,192,-0.44,-0.24,-0.54,-0.53,-0.14,-0.84,-0.1,0.2,-1.6,-2
0.7720,44882.4041640625,193,-0.39,-0.10,-0.54,-0.54,-0.15,-0.85,0.1,0.6,-2.2,-2
0.7760,44882.4041641088,194,-0.44,-0.24,-0.63,-0.55,-0.17,-0.85,0.1,0.5,-1.6,-2
0.7800,44882.4041641551,195,-0.39,-0.15,-0.54,-0.54,-0.15,-0.85,0.1,1.1,-1.3,-2
0.7840,44882.4041642014,196,-0.49,-0.20,-0.54,-0.53,-0.17,-0.86,-1.3,0.9,-1.5,-2
0.7880,44882.4041642477,197,-0.44,-0.15,-0.49,-0.54,-0.16,-0.85,-0.8,1.2,-0.9,-1
0.7920,44882.404164294,198,-0.39,-0.20,-0.59,-0.52,-0.16,-0.83,-0.6,1.1,-1.3,-2
0.7960,44882.4041643403,199,-0.44,-0.15,-0.59,-0.54,-0.16,-0.84,-0.2,1.0,-0.8,-2
0.8000,44882.4041643866,200,-0.49,-0.20,-0.63,-0.53,-0.16,-0.85,0.5,1.6,-1.0,-2
0.8040,44882.4041644329,201,-0.44,-0.15,-0.54,-0.53,-0.15,-0.85,0.2,2.0,-1.8,-1
0.8080,44882.4041644792,202,-0.44,-0.15,-0.59,-0.52,-0.16,-0.84,-0.5,2.6,-1.0,-1
0.8120,44882.4041645255,203,-0.44,-0.20,-0.49,-0.52,-0.15,-0.84,-0.4,3.4,-1.7,-2
0.8160,44882.4041645718,204,-0.29,-0.15,-0.63,-0.53,-0.14,-0.84,0.1,3.5,-1.8,-2
0.8200,44882.4041646181,205,-0.44,-0.15,-0.54,-0.53,-0.14,-0.85,0.5,3.9,-1.2,-1
0.8240,44882.4041646643,206,-0.44,-0.24,-0.49,-0.54,-0.15,-0.85,1.6,5.1,-1.9,-2
0.8280,44882.4041647106,207,-0.44,-0.20,-0.59,-0.53,-0.14,-0.84,1.2,4.3,-1.8,-2
0.8320,44882.4041647569,208,-0.44,-0.20,-0.54,-0.54,-0.15,-0.85,1.7,4.5,-2.0,-2
0.8360,44882.4041648032,209,-0.49,-0.20,-0.68,-0.54,-0.15,-0.87,1.2,4.1,-1.6,-2
0.8400,44882.4041648495,210,-0.44,-0.20,-0.54,-0.55,-0.15,-0.86,0.4,4.8,-1.7,-2
0.8440,44882.4041648958,211,-0.39,-0.10,-0.59,-0.55,-0.15,-0.85,0.0,4.5,-2.4,-2
0.8480,44882.4041649421,212,-0.39,-0.15,-0.54,-0.53,-0.15,-0.86,-0.3,4.7,-2.8,-2
0.8520,44882.4041649884,213,-0.39,-0.20,-0.59,-0.53,-0.16,-0.86,-1.8,4.7,-2.5,-1
0.8560,44882.4041650347,214,-0.44,-0.24,-0.59,-0.52,-0.16,-0.86,-1.5,4.7,-1.8,-2
0.8600,44882.404165081,215,-0.49,-0.15,-0.54,-0.54,-0.16,-0.86,-2.1,4.7,-2.2,-2
0.8640,44882.4041651273,216,-0.44,-0.24,-0.54,-0.53,-0.16,-0.86,-1.2,4.2,-1.7,-2
0.8680,44882.4041651736,217,-0.44,-0.20,-0.59,-0.53,-0.17,-0.87,-0.9,4.0,-2.5,-2
0.8720,44882.4041652199,218,-0.44,-0.20,-0.59,-0.53,-0.16,-0.87,-0.4,3.7,-1.8,-1
0.8760,44882.4041652662,219,-0.44,-0.24,-0.59,-0.53,-0.17,-0.87,-0.2,4.5,-1.1,-2
0.8800,44882.4041653125,220,-0.34,-0.24,-0.54,-0.52,-0.16,-0.87,-1.4,4.5,-1.4,-2
0.8840,44882.4041653588,221,-0.34,-0.15,-0.49,-0.52,-0.17,-0.87,-2.0,4.9,-1.5,-2
0.8880,44882.4041654051,222,-0.49,-0.29,-0.68,-0.52,-0.16,-0.87,-1.3,5.3,-0.9,-1
0.8920,44882.4041654514,223,-0.39,-0.10,-0.54,-0.53,-0.16,-0.85,-0.7,5.5,-0.4,-2
