' Device: 0018; Hardware: v03.07.02; Firmware: v03.07.02; Ain: 3.300V F.S. x1 Gain
' Test ID: 0
' Run Started: 18/02(Feb)/2014 08:12:20
' Scan Freq (Hz): 250
' Log Time (sec): 30; Delay Time (sec): 10; Clock Adj.: 1.000000
' 
' Time,DateTime,Scan,Trigger,Trigger,GPIO1,GPIO1,X1-X,X1-Y,X1-Z,X2-X,X2-Y,X2-Z,G2-X,G2-Y,G2-Z,Ain
' (Sec),(Serial),Number,(State),(Edge),(State),(Edge),(g),(g),(g),(g),(g),(g),(°/sec),(°/sec),(°/sec),(ADc)
0.2320,41688.3420166898,58,0,0,0,0,0.05,-0.05,-0.83,0.05,-0.03,-1.01,0.3,-1.7,-0.5,0
0.2360,41688.3420167361,59,0,0,0,0,0.05,-0.05,-0.78,0.04,-0.01,-1.01,0.1,-1.6,-0.8,-16
0.2400,41688.3420167824,60,0,0,0,0,0.05,-0.05,-0.78,0.05,-0.02,-1.02,-0.1,-1.8,-0.7,-16
0.2440,41688.3420168287,61,0,0,0,0,0.05,-0.15,-0.88,0.04,-0.01,-1.01,-0.5,-1.8,-0.8,-15
0.2480,41688.342016875,62,0,0,0,0,0.00,0.00,-0.78,0.04,-0.01,-1.01,-0.3,-1.5,-0.5,-1
0.2520,41688.3420169213,63,0,0,0,0,0.00,0.00,-0.88,0.04,-0.01,-1.00,-0.8,-2.1,0.1,-15
0.2560,41688.3420169676,64,0,0,0,0,0.05,-0.05,-0.83,0.05,-0.01,-1.01,-0.6,-1.9,-0.8,-15
0.2600,41688.3420170139,65,0,0,0,0,0.00,0.00,-0.78,0.05,-0.02,-1.01,-0.6,-1.7,-0.8,-14
0.2640,41688.3420170602,66,0,0,0,0,0.00,-0.05,-0.83,0.05,-0.02,-1.01,0.1,-1.5,-0.2,-2
0.2680,41688.3420171065,67,0,0,0,0,0.05,0.00,-0.78,0.04,-0.02,-1.00,-0.1,-1.8,-0.9,-14
0.2720,41688.3420171528,68,0,0,0,0,0.05,-0.05,-0.88,0.05,-0.01,-1.00,-0.1,-1.5,-1.0,-14
0.2760,41688.3420171991,69,0,0,0,0,0.05,0.00,-0.83,0.05,-0.02,-1.00,-0.1,-1.6,-0.4,-13
0.2800,41688.3420172454,70,0,0,0,0,-0.05,-0.05,-0.78,0.05,-0.02,-1.01,-0.3,-1.8,-0.4,-2
0.2840,41688.3420172917,71,0,0,0,0,0.10,-0.10,-0.83,0.05,-0.02,-1.01,0.3,-1.7,-0.6,-6
0.2880,41688.342017338,72,0,0,0,0,0.05,0.00,-0.78,0.04,-0.02,-1.00,0.4,-2.0,-1.0,-13
0.2920,41688.3420173843,73,0,0,0,0,0.10,0.00,-0.83,0.05,-0.01,-1.01,-0.4,-2.1,-0.3,-13
0.2960,41688.3420174306,74,0,0,0,0,0.00,-0.05,-0.78,0.05,-0.01,-1.01,0.3,-1.7,-0.7,-2
0.3000,41688.3420174768,75,0,0,0,0,0.05,0.00,-0.83,0.05,-0.02,-1.01,0.3,-2.3,-0.8,-2
0.3040,41688.3420175231,76,0,0,0,0,0.05,0.00,-0.78,0.05,-0.01,-1.01,-0.3,-2.4,-1.5,-13
0.3080,41688.3420175694,77,0,0,0,0,0.05,-0.05,-0.73,0.05,-0.02,-1.02,-0.4,-2.2,0.1,-12
0.3120,41688.3420176157,78,0,0,0,0,0.05,-0.10,-0.83,0.05,-0.01,-1.01,-0.5,-1.5,-0.6,-6
0.3160,41688.342017662,79,0,0,0,0,0.05,-0.05,-0.93,0.04,-0.01,-1.02,0.1,-1.8,-0.6,0
0.3200,41688.3420177083,80,0,0,0,0,0.05,-0.05,-0.88,0.06,-0.02,-1.01,0.2,-1.7,-0.5,-12
0.3240,41688.3420177546,81,0,0,0,0,0.00,0.00,-0.78,0.05,-0.02,-1.01,-0.1,-1.6,-0.8,-11
0.3280,41688.3420178009,82,0,0,0,0,0.05,-0.05,-0.78,0.05,-0.02,-1.00,-0.1,-1.8,-0.5,-10
0.3320,41688.3420178472,83,0,0,0,0,0.00,-0.05,-0.88,0.04,-0.02,-1.01,0.4,-2.1,-0.5,0
0.3360,41688.3420178935,84,0,0,0,0,0.05,0.05,-0.83,0.05,-0.02,-1.01,0.5,-2.0,-0.6,-12
0.3400,41688.3420179398,85,0,0,0,0,0.05,0.00,-0.88,0.05,-0.02,-1.00,-0.4,-1.7,-0.6,-11
0.3440,41688.3420179861,86,0,0,0,0,0.05,0.00,-0.78,0.05,-0.02,-1.02,-0.6,-2.1,-1.0,-10
0.3480,41688.3420180324,87,0,0,0,0,0.05,-0.05,-0.83,0.05,-0.02,-1.01,0.0,-1.3,-0.9,-2
0.3520,41688.3420180787,88,0,0,0,0,0.05,0.00,-0.78,0.06,-0.02,-1.01,0.5,-2.2,-0.1,-11
0.3560,41688.342018125,89,0,0,0,0,0.00,-0.10,-0.83,0.04,-0.01,-1.02,0.5,-2.2,-0.8,-11
0.3600,41688.3420181713,90,0,0,0,0,0.05,-0.05,-0.78,0.05,-0.01,-1.01,0.0,-1.9,0.1,-10
0.3640,41688.3420182176,91,0,0,0,0,-0.05,-0.05,-0.83,0.04,-0.01,-1.01,-0.5,-2.2,-0.7,-1
0.3680,41688.3420182639,92,0,0,0,0,0.05,0.00,-0.78,0.05,-0.01,-1.01,-0.2,-2.3,-1.3,-6
0.3720,41688.3420183102,93,0,0,0,0,0.00,-0.10,-0.78,0.04,-0.02,-1.01,-0.3,-1.8,0.2,-10
0.3760,41688.3420183565,94,0,0,0,0,0.05,-0.05,-0.88,0.04,-0.02,-1.01,0.3,-1.7,-1.3,-9
0.3800,41688.3420184028,95,0,0,0,0,0.10,-0.05,-0.78,0.05,-0.02,-1.01,0.3,-1.7,-0.4,-1
0.3840,41688.3420184491,96,0,0,0,0,0.05,-0.05,-0.78,0.05,-0.01,-1.01,0.1,-1.5,-0.4,-2
0.3880,41688.3420184954,97,0,0,0,0,0.05,-0.05,-0.83,0.04,-0.01,-1.01,-0.2,-1.9,-0.5,-10
0.3920,41688.3420185417,98,0,0,0,0,0.00,0.00,-0.83,0.05,-0.02,-1.02,-0.3,-2.1,-0.1,-9
0.3960,41688.342018588,99,0,0,0,0,0.00,-0.05,-0.78,0.05,-0.01,-1.01,-0.2,-1.9,-0.5,-3
0.4000,41688.3420186342,100,0,0,0,0,0.00,-0.05,-0.78,0.04,-0.02,-1.01,0.4,-2.0,-0.3,0
0.4040,41688.3420186805,101,0,0,0,0,0.10,0.05,-0.83,0.05,-0.01,-1.01,0.1,-2.2,-0.8,-9
0.4080,41688.3420187268,102,0,0,0,0,0.05,0.00,-0.78,0.04,-0.02,-1.01,-0.2,-1.8,-1.5,-9
0.4120,41688.3420187731,103,0,0,0,0,0.05,0.00,-0.78,0.04,-0.01,-1.01,0.0,-1.7,-0.3,-6
0.4160,41688.3420188194,104,0,0,0,0,0.05,0.00,-0.78,0.04,-0.02,-1.01,0.1,-2.0,-0.3,0
0.4200,41688.3420188657,105,0,0,0,0,0.05,-0.05,-0.73,0.05,-0.02,-1.01,-0.7,-2.1,-0.6,-9
0.4240,41688.342018912,106,0,0,0,0,0.00,-0.05,-0.83,0.05,-0.02,-1.00,0.1,-1.8,-0.8,-8
0.4280,41688.3420189583,107,0,0,0,0,0.05,-0.05,-0.83,0.04,-0.02,-1.01,-0.3,-2.2,-0.5,-8
0.4320,41688.3420190046,108,0,0,0,0,0.00,0.00,-0.78,0.05,-0.02,-1.00,-0.1,-1.6,-0.4,-1
0.4360,41688.3420190509,109,0,0,0,0,0.00,-0.05,-0.83,0.05,-0.02,-1.00,-0.1,-1.9,-0.5,-9
0.4400,41688.3420190972,110,0,0,0,0,0.00,0.00,-0.83,0.04,-0.01,-1.01,0.4,-1.7,-0.8,-8
0.4440,41688.3420191435,111,0,0,0,0,0.05,0.00,-0.83,0.05,-0.01,-1.00,-0.3,-2.0,-0.2,-7
0.4480,41688.3420191898,112,0,0,0,0,0.05,-0.05,-0.78,0.04,0.00,-1.01,-0.2,-1.5,-1.0,-1
0.4520,41688.3420192361,113,0,0,0,0,0.05,0.00,-0.83,0.05,-0.01,-1.00,-0.5,-1.8,-1.0,-7
0.4560,41688.3420192824,114,0,0,0,0,0.00,-0.05,-0.88,0.05,-0.01,-1.01,-0.2,-2.1,-0.9,-8
0.4600,41688.3420193287,115,0,0,0,0,0.00,-0.05,-0.73,0.04,-0.01,-1.01,-0.1,-2.0,-1.1,-7
0.4640,41688.342019375,116,0,0,0,0,0.05,-0.05,-0.78,0.04,-0.01,-1.01,0.3,-1.6,-0.5,-1
0.4680,41688.3420194213,117,0,0,0,0,0.00,0.00,-0.83,0.06,-0.02,-1.01,0.3,-2.2,-0.5,-3
0.4720,41688.3420194676,118,0,0,0,0,0.05,0.05,-0.83,0.04,-0.02,-1.00,-0.8,-2.0,-0.6,-7
0.4760,41688.3420195139,119,0,0,0,0,0.05,-0.10,-0.88,0.05,-0.02,-1.00,-0.3,-1.7,-0.8,-7
0.4800,41688.3420195602,120,0,0,0,0,0.00,-0.05,-0.83,0.05,-0.01,-1.01,-0.1,-1.8,-0.3,-2
0.4840,41688.3420196065,121,0,0,0,0,0.05,-0.05,-0.88,0.05,-0.01,-1.01,-0.2,-2.0,-0.7,-1
0.4880,41688.3420196528,122,0,0,0,0,0.05,-0.05,-0.83,0.05,-0.02,-1.00,-0.2,-1.1,-0.5,-7
0.4920,41688.3420196991,123,0,0,0,0,0.05,-0.10,-0.88,0.05,-0.01,-1.01,0.4,-1.7,-1.1,-6
0.4960,41688.3420197454,124,0,0,0,0,0.15,0.00,-0.83,0.05,-0.01,-1.01,-0.3,-2.1,-0.6,-3
0.5000,41688.3420197917,125,0,0,0,0,0.05,-0.05,-0.73,0.03,-0.02,-1.01,0.0,-1.9,-0.7,0
0.5040,41688.342019838,126,0,0,0,0,0.05,-0.05,-0.83,0.04,-0.02,-1.00,-0.1,-1.4,-1.1,-7
0.5080,41688.3420198843,127,0,0,0,0,0.10,0.05,-0.83,0.05,-0.01,-1.01,-0.1,-2.1,-0.8,-6
0.5120,41688.3420199305,128,0,0,0,0,0.05,0.05,-0.78,0.04,-0.01,-1.01,-0.4,-1.5,-0.9,-6
0.5160,41688.3420199768,129,0,0,0,0,0.05,0.00,-0.78,0.05,-0.02,-1.00,0.6,-1.9,-0.7,0
0.5200,41688.3420200231,130,0,0,0,0,0.05,-0.05,-0.83,0.05,-0.02,-1.01,0.4,-1.6,-0.7,-6
0.5240,41688.3420200694,131,0,0,0,0,0.00,-0.05,-0.78,0.04,-0.01,-1.01,-0.2,-1.8,-0.5,-6
0.5280,41688.3420201157,132,0,0,0,0,0.10,-0.05,-0.78,0.05,-0.01,-1.01,-0.1,-2.0,-0.9,-5
0.5320,41688.342020162,133,0,0,0,0,0.00,-0.05,-0.78,0.05,-0.02,-1.00,-0.2,-2.3,-0.9,-1
0.5360,41688.3420202083,134,0,0,0,0,0.10,0.00,-0.78,0.04,-0.02,-1.01,-0.2,-1.6,-0.9,-6
0.5400,41688.3420202546,135,0,0,0,0,0.05,-0.05,-0.78,0.04,-0.01,-1.01,-0.2,-2.3,-0.4,-6
0.5440,41688.3420203009,136,0,0,0,0,0.00,-0.10,-0.83,0.05,-0.02,-1.00,-0.3,-2.1,-0.9,-5
0.5480,41688.3420203472,137,0,0,0,0,0.10,0.00,-0.83,0.04,-0.01,-1.01,0.0,-1.6,-0.5,-1
0.5520,41688.3420203935,138,0,0,0,0,0.00,0.05,-0.88,0.05,-0.02,-1.00,0.3,-1.8,-0.9,-3
0.5560,41688.3420204398,139,0,0,0,0,0.05,-0.05,-0.78,0.04,-0.01,-1.01,-0.5,-1.7,-0.8,-6
0.5600,41688.3420204861,140,0,0,0,0,0.05,0.00,-0.73,0.05,-0.02,-1.00,0.0,-2.2,-0.4,-5
0.5640,41688.3420205324,141,0,0,0,0,0.05,-0.05,-0.78,0.04,-0.02,-1.00,0.0,-1.8,-0.7,-1
0.5680,41688.3420205787,142,0,0,0,0,-0.05,0.00,-0.83,0.04,-0.01,-1.02,-0.1,-1.8,-0.8,-2
0.5720,41688.342020625,143,0,0,0,0,0.05,-0.05,-0.78,0.05,-0.02,-1.01,0.1,-1.8,-0.2,-5
0.5760,41688.3420206713,144,0,0,0,0,0.00,0.00,-0.78,0.05,-0.02,-1.02,-0.3,-2.0,-0.9,-5
0.5800,41688.3420207176,145,0,0,0,0,0.05,0.05,-0.88,0.05,-0.02,-1.00,-0.1,-1.8,-0.9,-2
0.5840,41688.3420207639,146,0,0,0,0,0.05,-0.05,-0.83,0.04,-0.02,-1.01,-0.3,-1.6,-0.8,-1
0.5880,41688.3420208102,147,0,0,0,0,0.10,0.00,-0.78,0.05,-0.02,-1.01,-0.1,-1.6,-0.5,-5
0.5920,41688.3420208565,148,0,0,0,0,0.00,-0.10,-0.83,0.04,-0.02,-1.01,0.1,-1.8,-0.2,-5
0.5960,41688.3420209028,149,0,0,0,0,-0.05,-0.10,-0.73,0.05,-0.02,-1.01,0.3,-1.4,-0.4,-4
0.6000,41688.3420209491,150,0,0,0,0,0.05,0.00,-0.88,0.04,-0.01,-1.00,0.3,-2.1,-0.2,0
0.6040,41688.3420209954,151,0,0,0,0,0.05,-0.05,-0.83,0.05,-0.02,-1.00,0.3,-1.5,-0.9,-5
0.6080,41688.3420210417,152,0,0,0,0,0.05,0.00,-0.83,0.05,-0.02,-1.01,0.0,-1.9,-0.3,-5
0.6120,41688.342021088,153,0,0,0,0,0.10,-0.05,-0.83,0.04,-0.02,-1.01,-0.3,-1.9,-0.7,-4
0.6160,41688.3420211343,154,0,0,0,0,0.05,0.00,-0.73,0.05,-0.01,-1.01,-0.3,-2.1,-0.9,-1
0.6200,41688.3420211806,155,0,0,0,0,0.05,-0.05,-0.78,0.05,-0.01,-1.00,-0.1,-1.9,-0.4,-5
0.6240,41688.3420212268,156,0,0,0,0,0.10,0.00,-0.83,0.04,-0.01,-1.03,0.0,-1.6,-0.6,-5
0.6280,41688.3420212731,157,0,0,0,0,0.05,-0.05,-0.83,0.05,-0.02,-1.01,-0.1,-2.2,-1.3,-4
0.6320,41688.3420213194,158,0,0,0,0,0.00,0.00,-0.83,0.05,-0.02,-1.01,0.1,-2.2,-0.5,-1
0.6360,41688.3420213657,159,0,0,0,0,0.05,0.00,-0.78,0.05,-0.01,-1.03,0.1,-1.6,-0.7,-4
0.6400,41688.342021412,160,0,0,0,0,0.05,-0.05,-0.78,0.05,-0.02,-1.00,-0.1,-1.9,-1.0,-4
0.6440,41688.3420214583,161,0,0,0,0,0.00,-0.10,-0.88,0.05,-0.02,-1.02,-0.1,-2.1,-0.5,-4
0.6480,41688.3420215046,162,0,0,0,0,0.05,0.00,-0.88,0.05,-0.01,-1.01,0.1,-2.2,-0.8,-1
0.6520,41688.3420215509,163,0,0,0,0,0.10,-0.05,-0.78,0.05,-0.01,-1.01,-0.3,-1.8,-0.6,-2
0.6560,41688.3420215972,164,0,0,0,0,0.05,0.05,-0.83,0.05,-0.01,-1.01,0.7,-1.7,-0.2,-4
0.6600,41688.3420216435,165,0,0,0,0,0.05,0.00,-0.83,0.05,-0.02,-1.01,-0.1,-2.0,-0.8,-4
0.6640,41688.3420216898,166,0,0,0,0,0.05,-0.10,-0.83,0.04,-0.01,-1.01,-0.2,-1.7,-0.7,-1
0.6680,41688.3420217361,167,0,0,0,0,0.05,0.00,-0.78,0.04,-0.01,-1.01,-0.1,-1.7,-0.9,0
0.6720,41688.3420217824,168,0,0,0,0,0.05,-0.05,-0.83,0.05,-0.01,-1.00,-0.3,-2.0,-0.8,-4
0.6760,41688.3420218287,169,0,0,0,0,0.00,0.00,-0.83,0.05,-0.02,-1.01,0.4,-1.7,-1.0,-4
0.6800,41688.342021875,170,0,0,0,0,0.00,0.00,-0.78,0.05,-0.02,-1.01,0.3,-2.0,-1.3,-2
0.6840,41688.3420219213,171,0,0,0,0,0.05,0.00,-0.88,0.03,-0.01,-1.01,0.7,-1.7,-0.5,0
0.6880,41688.3420219676,172,0,0,0,0,0.00,0.00,-0.88,0.05,-0.01,-1.01,0.5,-2.2,-0.3,-4
0.6920,41688.3420220139,173,0,0,0,0,0.10,0.00,-0.83,0.05,-0.02,-1.01,0.0,-2.2,-0.8,-4
0.6960,41688.3420220602,174,0,0,0,0,0.00,0.00,-0.73,0.05,-0.02,-1.01,-0.2,-2.0,-0.3,-3
0.7000,41688.3420221065,175,0,0,0,0,0.10,0.05,-0.78,0.04,-0.02,-1.00,-0.1,-1.8,-0.4,0
0.7040,41688.3420221528,176,0,0,0,0,0.05,-0.05,-0.83,0.05,-0.01,-1.00,-0.2,-2.0,-0.6,-4
0.7080,41688.3420221991,177,0,0,0,0,0.00,-0.05,-0.83,0.05,-0.01,-1.01,-0.8,-1.8,-0.3,-4
0.7120,41688.3420222454,178,0,0,0,0,0.10,0.00,-0.88,0.04,-0.01,-1.02,-0.6,-1.5,0.0,-3
0.7160,41688.3420222917,179,0,0,0,0,0.05,-0.05,-0.83,0.05,-0.01,-1.01,0.0,-1.9,-0.8,-1
0.7200,41688.342022338,180,0,0,0,0,0.05,0.05,-0.78,0.05,-0.01,-1.01,0.2,-1.8,-0.9,-4
0.7240,41688.3420223843,181,0,0,0,0,0.00,-0.05,-0.83,0.04,-0.02,-1.01,0.2,-1.8,-1.1,-4
0.7280,41688.3420224305,182,0,0,0,0,0.00,0.00,-0.78,0.05,-0.02,-1.02,-0.1,-2.1,-0.8,-3
0.7320,41688.3420224768,183,0,0,0,0,0.05,0.00,-0.78,0.05,-0.01,-0.99,-0.1,-1.7,-0.6,-1
0.7360,41688.3420225231,184,0,0,0,0,0.10,-0.05,-0.83,0.05,-0.01,-1.01,-0.6,-2.3,-1.0,-2
0.7400,41688.3420225694,185,0,0,0,0,0.05,-0.05,-0.78,0.04,-0.01,-1.00,0.3,-2.6,-0.2,-3
0.7440,41688.3420226157,186,0,0,0,0,0.00,0.00,-0.93,0.05,-0.01,-1.00,0.5,-1.6,-0.1,-3
0.7480,41688.342022662,187,0,0,0,0,-0.05,0.00,-0.83,0.05,-0.02,-1.01,0.0,-1.9,-0.7,-1
0.7520,41688.3420227083,188,0,0,0,0,-0.05,0.00,-0.83,0.04,-0.02,-1.02,0.1,-1.9,-0.3,-1
0.7560,41688.3420227546,189,0,0,0,0,0.05,0.05,-0.83,0.05,-0.01,-1.01,-0.4,-2.2,-0.9,-4
0.7600,41688.3420228009,190,0,0,0,0,0.05,-0.05,-0.83,0.05,-0.02,-1.00,0.1,-2.3,-1.0,-3
0.7640,41688.3420228472,191,0,0,0,0,0.05,-0.05,-0.73,0.05,-0.01,-1.01,-0.2,-1.5,-1.0,-1
0.7680,41688.3420228935,192,0,0,0,0,0.05,-0.05,-0.73,0.04,-0.02,-1.01,0.0,-1.7,-0.5,0
