' Device: 0018; Hardware: v03.07.02; Firmware: v03.07.02,,,,,,,,,,,
' Test ID: 0,,,,,,,,,,,
' Run Started: 11/06(Jun)/2022 18:13:26,,,,,,,,,,,
' Scan Freq (Hz): 2000,,,,,,,,,,,
' Log Time (sec): 60; Delay Time (sec): 30; Clock Adj.: 1.000000,,,,,,,,,,,
' ,,,,,,,,,,,
' Time,DateTime,Scan,X1-X,X1-Y,X1-Z,X2-X,X2-Y,X2-Z,G2-X,G2-Y,G2-Z
' (Sec),(Serial),Number,(g),(g),(g),(g),(g),(g),(°/sec),(°/sec),(°/sec)
7.858,44723.75977,15716,1.02,-0.05,0.29,0.99,0.01,-0.02,-0.1,-0.7,0
7.8585,44723.75977,15717,1.02,0.15,0,0.99,0,-0.03,0.6,0,1.8
7.859,44723.75977,15718,0.83,-0.05,-0.2,1,-0.01,-0.02,-0.7,-0.9,0.7
7.8595,44723.75977,15719,1.12,-0.05,-0.2,1.01,0,-0.03,0,0.4,0
7.86,44723.75977,15720,0.93,-0.15,0.1,1,0,-0.03,-2.7,2,-1.2
7.8605,44723.75977,15721,1.02,0.05,0.1,1,0.01,-0.03,1.5,1.1,-0.9
7.861,44723.75977,15722,1.32,-0.24,0.1,1.01,0,-0.03,0.9,-3.5,0.1
7.8615,44723.75977,15723,1.02,0.34,0,1,0.01,-0.03,0.5,0.9,-0.6
7.862,44723.75977,15724,1.02,-0.15,0.29,1,-0.01,-0.03,0.4,-0.5,1
7.8625,44723.75977,15725,0.93,-0.15,0,1,0,-0.01,1.7,0.6,-0.7
7.863,44723.75977,15726,1.02,0.15,0,1.01,0,-0.04,-0.9,-1.5,-0.7
7.8635,44723.75977,15727,0.93,-0.15,0,1.01,0.01,-0.04,0.5,0.7,-1.3
7.864,44723.75977,15728,0.93,-0.24,-0.1,1.01,0,-0.03,-0.6,-2.8,-0.5
7.8645,44723.75977,15729,0.93,-0.24,0.1,1,-0.01,-0.03,-0.7,-2,2
7.865,44723.75977,15730,0.93,0.05,0,1.01,-0.01,-0.03,0.4,-0.1,-0.5
7.8655,44723.75977,15731,0.63,-0.15,0,0.99,-0.01,-0.02,1.8,-1.8,-0.7
7.866,44723.75977,15732,0.83,-0.15,0.2,0.99,0.01,-0.05,-0.1,2.3,-2.8
7.8665,44723.75977,15733,0.93,-0.05,0.1,1,-0.01,-0.02,-0.7,-1,-0.2
7.867,44723.75977,15734,0.93,-0.24,-0.1,0.98,-0.01,-0.03,0.5,1.3,2.3
7.8675,44723.75977,15735,0.93,-0.15,0,1,-0.01,-0.04,0.1,-1.3,2.3
7.868,44723.75977,15736,0.93,0.15,0,0.99,0,-0.02,-2,1.2,-0.2
7.8685,44723.75977,15737,1.12,0.15,-0.1,1,0,-0.01,0.2,0.4,-0.5
7.869,44723.75977,15738,0.83,0.15,0.1,1.01,-0.01,-0.03,-0.2,-2.9,-0.7
7.8695,44723.75977,15739,1.02,-0.05,-0.29,1.01,0,-0.03,0.2,-0.4,-0.6
7.87,44723.75977,15740,1.12,0.15,0,1,0,-0.02,0.6,-2.7,0.7
7.8705,44723.75977,15741,1.32,0.34,-0.1,0.99,0.01,-0.02,0.9,0.5,1.5
7.871,44723.75977,15742,1.12,-0.05,-0.1,1,0,-0.03,2.1,-0.2,-1.1
7.8715,44723.75977,15743,0.83,-0.24,-0.1,1,0.01,-0.01,2.8,0.1,-2.1
7.872,44723.75977,15744,0.83,0.15,0.2,0.99,0,-0.02,0.1,-1.6,0.4
7.8725,44723.75977,15745,1.02,0.05,0.1,1,0,-0.02,3.8,0,0.6
7.873,44723.75977,15746,1.02,-0.05,-0.1,1,0,-0.03,0.5,-4.6,-1.8
7.8735,44723.75977,15747,0.83,-0.05,-0.29,1.01,0,-0.01,-0.9,-1.1,-1.3
7.874,44723.75977,15748,1.02,0.05,-0.2,0.99,0,-0.02,0.7,-2.2,0.5
7.8745,44723.75977,15749,1.22,0.05,-0.2,0.98,-0.01,0,-0.6,-1.7,0.7
7.875,44723.75977,15750,1.12,0.05,0.2,1,-0.01,-0.02,0.1,-1.7,1
7.8755,44723.75977,15751,1.02,0.15,0,1,-0.01,-0.03,0,-3.4,-1.1
7.876,44723.75977,15752,1.02,0.24,-0.2,0.99,-0.01,-0.02,-0.7,-2.9,1
7.8765,44723.75977,15753,0.93,0.15,0.2,1.02,0,-0.02,-0.6,-0.4,1.3
7.877,44723.75977,15754,0.93,0.05,0,1,0,-0.04,0.5,-3,-0.4
7.8775,44723.75977,15755,1.02,-0.05,-0.1,1,-0.01,-0.02,0.9,-1.8,-0.9
7.878,44723.75977,15756,0.73,0.05,-0.29,1,-0.01,-0.02,-0.2,-2.9,1
7.8785,44723.75977,15757,0.83,-0.05,-0.1,1.02,0.01,-0.01,-0.2,-2.7,-1.3
7.879,44723.75977,15758,1.12,-0.24,0.1,1.01,0,-0.02,-0.5,-2.7,0.1
7.8795,44723.75977,15759,0.93,0.15,-0.1,1,-0.01,-0.03,1.3,-2.3,-0.5
7.88,44723.75977,15760,0.93,-0.05,-0.1,1.01,-0.01,-0.01,-2.2,-1.8,-0.2
7.8805,44723.75977,15761,1.12,-0.05,0,1,0,-0.01,-0.6,-2.3,1.3
7.881,44723.75977,15762,0.93,-0.05,0,1.01,0,-0.02,-0.2,-2.4,0.2
7.8815,44723.75977,15763,1.02,-0.05,0.1,1,0,-0.03,-0.2,0.5,-1.3
7.882,44723.75977,15764,1.02,0.15,0,0.99,0,-0.03,-0.4,-2.7,0.2
7.8825,44723.75977,15765,0.93,-0.05,-0.1,0.99,0,-0.03,-0.4,-2.7,2.2
7.883,44723.75977,15766,1.02,0.05,0,1.01,-0.01,-0.03,-1.2,-3.9,-1
7.8835,44723.75977,15767,1.02,0.15,-0.2,1,-0.01,-0.03,1.3,-3.2,-1
7.884,44723.75977,15768,1.02,0.24,-0.1,0.99,0,-0.03,1.8,-3.2,0.6
7.8845,44723.75977,15769,1.12,0.15,0.1,1,0.01,-0.03,-1.2,-0.9,2.9
7.885,44723.75977,15770,1.12,-0.05,0,1,0.01,-0.03,0,-2,3
7.8855,44723.75977,15771,1.02,-0.24,-0.2,0.98,0,-0.03,-0.4,-3.4,-1
7.886,44723.75977,15772,0.83,0.34,0.1,1,-0.01,-0.03,-1.3,-0.7,-2.6
7.8865,44723.75977,15773,1.02,0.15,-0.1,1.01,-0.02,-0.02,0,-2.7,-0.9
7.887,44723.75977,15774,0.83,-0.05,0,1,0.01,-0.02,1.1,-2.7,2
7.8875,44723.75977,15775,0.93,-0.05,-0.2,1,0,-0.02,-2.8,-6,-1.5
7.888,44723.75977,15776,1.02,-0.05,0,1.01,0.01,-0.02,-1.5,-2.6,-0.4
7.8885,44723.75977,15777,1.02,0.34,0,0.99,0,-0.03,1.3,-1.7,-0.4
7.889,44723.75977,15778,0.83,-0.15,-0.2,0.99,0,-0.03,-1.7,-5.4,0.7
7.8895,44723.75977,15779,1.02,-0.15,-0.1,0.99,0,-0.04,-0.6,-1.2,1.6
7.89,44723.75977,15780,0.93,-0.24,-0.1,1.01,0,-0.03,0.5,-2.3,1
7.8905,44723.75977,15781,0.93,-0.24,-0.2,1.02,0.01,-0.03,1.3,-1,0.1
7.891,44723.75977,15782,1.02,-0.05,0.1,1.01,-0.01,-0.03,0,-2.2,1.7
7.8915,44723.75977,15783,1.02,-0.05,-0.1,0.98,0,-0.03,1.1,-0.5,-1.6
7.892,44723.75977,15784,1.22,0.15,-0.2,1,-0.02,-0.01,-2.7,-2.1,-3.3
7.8925,44723.75977,15785,1.12,-0.05,-0.2,1.01,-0.02,-0.02,1.2,0.9,-1.1
7.893,44723.75977,15786,1.32,-0.05,-0.29,1,-0.01,-0.03,-1.1,-3.2,-1.5
7.8935,44723.75977,15787,0.93,-0.05,0.2,1.01,0,-0.02,3,-1.3,3.3
7.894,44723.75977,15788,1.02,-0.15,0.1,0.99,0,-0.03,0.4,-2.7,2.1
7.8945,44723.75977,15789,1.02,-0.05,-0.1,0.99,-0.01,-0.03,-1.1,-3.9,1
7.895,44723.75977,15790,0.93,0.24,0.1,1,0.01,-0.02,-0.1,-1.3,-2.1
7.8955,44723.75977,15791,0.93,-0.05,0.1,0.99,-0.01,-0.04,-0.2,-3.9,1.1
7.896,44723.75977,15792,0.73,-0.05,0.1,1,0,-0.03,-1,-2,-0.5
7.8965,44723.75977,15793,1.02,0.15,-0.1,0.99,0.01,-0.03,-0.1,-0.6,0.6
7.897,44723.75977,15794,1.32,0.05,0.2,0.99,0,-0.03,-0.4,-3.3,0.2
7.8975,44723.75977,15795,1.12,-0.05,-0.2,1,0,-0.02,3.4,-1.2,0.4
7.898,44723.75977,15796,0.73,-0.05,-0.2,1.01,-0.01,-0.03,0.2,-2.7,-2.1
7.8985,44723.75977,15797,0.93,0.24,-0.1,1.01,0.01,-0.03,0.2,1.1,-0.4
7.899,44723.75977,15798,1.12,-0.15,-0.1,1,0,-0.02,0.5,-2.9,1.3
7.8995,44723.75977,15799,0.93,-0.24,0,1.01,0.01,-0.02,-0.5,-1.2,-0.2
7.9,44723.75977,15800,1.22,0.24,0,1,0,-0.03,-1.1,0.2,2.7
7.9005,44723.75977,15801,1.02,0.05,0.1,1,-0.01,-0.03,-1.6,-4,0.7
7.901,44723.75977,15802,0.83,0.24,0.2,1,0.01,-0.03,-0.6,-1.1,-1.5
7.9015,44723.75977,15803,1.12,0.44,-0.1,0.99,0,-0.01,1.1,-0.5,0.2
7.902,44723.75977,15804,0.83,-0.05,0.29,1,0.01,-0.02,-0.7,-3.3,3.2
7.9025,44723.75977,15805,0.73,0.24,0.1,1,0,-0.02,-1,-2.3,-1.7
7.903,44723.75977,15806,0.83,0.05,0,1.01,0,-0.02,0.4,-1.6,-1.5
7.9035,44723.75977,15807,1.02,0.05,0,1,0.01,-0.04,0.2,-2.3,-0.9
7.904,44723.75977,15808,0.93,-0.05,0.1,1,0,-0.02,0.5,-0.9,-3.5
7.9045,44723.75977,15809,0.93,0.15,0.29,1,0,-0.02,1.7,-4.5,-1.7
7.905,44723.75977,15810,1.02,-0.05,0,0.99,0,-0.02,-0.4,-2.2,-2.4
7.9055,44723.75977,15811,0.83,-0.05,0,1.01,0.01,-0.03,-0.7,-1.7,1.6
7.906,44723.75977,15812,1.02,-0.15,-0.1,0.99,0.01,-0.03,-1.3,-0.5,-0.9
7.9065,44723.75977,15813,0.93,0.15,-0.2,0.99,-0.01,-0.02,-0.1,-2.4,1.5
7.907,44723.75977,15814,0.93,0.05,-0.1,1,0.01,-0.04,-0.1,-1.3,-0.6
7.9075,44723.75977,15815,0.93,-0.15,-0.2,1,0.01,-0.04,1.8,-2.2,0
7.908,44723.75977,15816,0.93,-0.05,0.2,0.99,0.01,-0.02,1.3,-1.5,-0.9
7.9085,44723.75977,15817,1.02,-0.05,0.1,0.99,0,-0.01,1.6,-1.5,0.2
7.909,44723.75977,15818,1.12,0.15,-0.1,1.01,0.01,-0.04,-0.5,0,0
7.9095,44723.75977,15819,0.83,-0.05,-0.29,1,0,-0.01,1.8,-1.1,-0.7
7.91,44723.75977,15820,0.73,-0.24,0.2,1,0,-0.05,0.1,-1.3,-0.1
7.9105,44723.75977,15821,1.12,0.15,-0.1,0.99,0.01,-0.05,-0.1,-2,2.1
7.911,44723.75977,15822,1.22,-0.05,-0.2,1,0.01,-0.04,-1.3,-1.8,-1.2
7.9115,44723.75977,15823,0.93,-0.15,0.1,0.99,0.01,-0.02,2.3,0.2,0
7.912,44723.75977,15824,1.12,-0.15,0.29,1.01,0,-0.01,-0.9,-0.6,2.1
7.9125,44723.75977,15825,0.73,-0.05,-0.2,0.99,0.01,-0.03,1,-1.2,1.1
7.913,44723.75977,15826,1.12,0.05,-0.1,1,-0.01,-0.04,1,1,-1.1
7.9135,44723.75977,15827,0.83,-0.05,0,1,-0.01,-0.04,1.1,-0.9,-1.8
7.914,44723.75977,15828,1.02,-0.15,0,1,-0.01,-0.03,-1.5,-3.2,-1.5
7.9145,44723.75977,15829,1.22,0.15,0.2,1,0.01,-0.03,-1.1,-1.2,-2.9
7.915,44723.75977,15830,1.22,0.05,0,1.01,0.01,-0.03,-1.2,-3.4,3.9
7.9155,44723.75977,15831,0.93,-0.15,0,1,-0.01,-0.03,-1.3,-0.6,0.5
7.916,44723.75977,15832,1.02,-0.05,0,0.98,0,-0.03,-1,-2.3,-0.1
7.9165,44723.75977,15833,0.93,-0.05,-0.1,0.99,-0.01,-0.03,-0.7,0,-0.9
7.917,44723.75977,15834,1.02,-0.05,0,1,-0.01,-0.02,1.2,-3.3,3
7.9175,44723.75977,15835,1.02,0.05,0,0.99,0,-0.02,2.3,0.6,1
7.918,44723.75977,15836,0.83,-0.05,-0.2,0.99,-0.01,-0.04,-1.1,-0.5,-1.8
7.9185,44723.75977,15837,1.22,-0.05,-0.1,1,0,-0.04,3,-0.1,-1.5
7.919,44723.75977,15838,0.73,0.05,0.29,0.99,0.01,-0.03,0.6,-0.5,3.7
7.9195,44723.75977,15839,1.02,0.05,-0.2,1,0,-0.03,-0.9,-0.2,0
7.92,44723.75977,15840,1.22,-0.05,0.1,1,-0.01,-0.04,1.5,1,-2.2
7.9205,44723.75977,15841,0.83,0.05,-0.2,1,0,-0.03,0.1,0.5,-1.1
7.921,44723.75977,15842,0.83,-0.15,0,0.99,0,-0.03,1.6,0.2,-1
7.9215,44723.75977,15843,1.02,0.34,-0.2,1,0,-0.05,1.5,-1.7,0.1
7.922,44723.75977,15844,0.83,-0.15,0,1,0,-0.03,-1.5,-0.2,0.9
7.9225,44723.75977,15845,0.93,-0.05,-0.1,0.99,0,-0.03,-1.6,-0.7,0.6
7.923,44723.75977,15846,0.83,-0.05,-0.2,1,0,-0.04,1,2.4,-1.1
7.9235,44723.75977,15847,0.93,0.05,0,1.01,-0.01,-0.03,0.4,1,0.6
7.924,44723.75977,15848,1.02,0.15,-0.2,1.01,0,-0.03,0.7,1,-1.2
7.9245,44723.75977,15849,0.93,-0.05,-0.1,1,-0.01,-0.04,1.7,0.1,-0.2
7.925,44723.75977,15850,0.93,0.05,-0.29,0.99,-0.01,-0.03,2.3,1.1,-0.1
7.9255,44723.75977,15851,0.83,0.15,0.1,1,0,-0.04,0.5,-2.2,0
7.926,44723.75977,15852,0.83,-0.05,-0.1,1,-0.01,-0.03,0.7,0.2,-2.6
7.9265,44723.75977,15853,0.93,-0.05,0.1,1,-0.01,-0.04,-3.2,0.5,0.5
7.927,44723.75977,15854,0.83,-0.05,0.1,1.01,-0.01,-0.03,-2.1,-0.6,-0.4
7.9275,44723.75977,15855,0.93,0.15,-0.1,1,-0.01,-0.03,-0.1,-0.9,-1.5
7.928,44723.75977,15856,1.02,0.15,0.29,1,0,-0.03,4.6,0.1,1.5
7.9285,44723.75977,15857,1.12,0.05,-0.1,1.02,0.01,-0.03,1.7,2.6,1.2
7.929,44723.75977,15858,0.93,-0.05,0.29,1,-0.01,-0.02,-0.1,0.5,0
7.9295,44723.75977,15859,0.83,-0.05,-0.1,1,0.01,-0.04,0.9,2.1,1
7.93,44723.75977,15860,1.02,0.05,0,1.01,0,-0.02,-0.1,0.6,0.1
7.9305,44723.75977,15861,1.02,0.24,0,0.99,0,-0.03,-0.6,1.5,-2.3
7.931,44723.75977,15862,0.73,0.15,-0.1,1,-0.01,-0.02,0.1,0,-2
7.9315,44723.75977,15863,0.93,0.15,0,1,0,-0.05,-2.6,0.4,-0.9
7.932,44723.75977,15864,0.73,-0.15,0.1,1.01,0,-0.04,-0.2,0.9,-0.6
7.9325,44723.75977,15865,1.22,0.05,-0.1,1,0,-0.02,-0.4,-0.5,2.8
7.933,44723.75977,15866,0.93,-0.05,-0.1,1,0,-0.02,-0.1,-1.8,-1
7.9335,44723.75977,15867,1.22,0.34,0.1,1.01,0.01,-0.03,-0.9,3.3,-0.7
7.934,44723.75977,15868,0.93,-0.05,0,1,0.02,-0.03,-0.7,-1.2,0.5
7.9345,44723.75977,15869,0.93,-0.15,-0.1,0.99,-0.01,-0.04,1.7,1.5,-1.3
7.935,44723.75977,15870,1.02,0.05,-0.1,1.01,-0.01,-0.04,1.7,-0.7,2.4
7.9355,44723.75977,15871,1.02,0.05,-0.2,1,-0.01,-0.02,0.4,2.4,0.9
7.936,44723.75977,15872,1.02,0.05,-0.2,1,0,-0.02,-2.3,1.2,-1.7
7.9365,44723.75977,15873,1.22,0.15,0,1.01,0,-0.02,-1,0.4,-1.2
7.937,44723.75977,15874,1.02,0.15,0,1,0,-0.01,-2.7,-1.2,-4.6
7.9375,44723.75977,15875,1.12,0.05,0,1,0.01,-0.02,1.6,1.5,1.1
7.938,44723.75977,15876,1.02,-0.05,0.1,1,0,-0.04,0.5,0.1,0.4
7.9385,44723.75977,15877,0.93,-0.05,0.1,1,-0.01,-0.04,-0.9,2.4,-1
7.939,44723.75977,15878,0.93,0.24,0,1,0,-0.04,-2.6,0.4,-2.1
7.9395,44723.75977,15879,1.12,-0.05,-0.29,1,0,-0.02,-1,1,1.3
7.94,44723.75977,15880,0.83,-0.24,-0.2,1,0.01,-0.02,-0.4,1.8,2.1
7.9405,44723.75977,15881,1.02,0.24,0,0.99,-0.01,-0.02,0.9,-1.2,0.9
7.941,44723.75977,15882,0.83,0.05,0,1,0,-0.02,0,0.2,-1.5
7.9415,44723.75977,15883,0.93,0.05,0,0.99,-0.01,-0.03,-1.6,-0.7,1.8
7.942,44723.75977,15884,0.93,-0.05,-0.29,1.01,-0.01,-0.03,1.2,2.1,-0.4
7.9425,44723.75977,15885,0.83,-0.05,-0.29,1,0,-0.03,-1.3,0.7,1.5
7.943,44723.75977,15886,1.12,-0.15,0,1,-0.01,-0.02,1.2,1.5,-1.1
7.9435,44723.75977,15887,0.83,0.15,-0.1,1.01,0.01,-0.04,1.1,1.7,-1.6
7.944,44723.75977,15888,0.83,-0.05,0.1,1,-0.01,-0.03,0,-0.6,-2.6
7.9445,44723.75977,15889,0.83,-0.05,-0.1,1,0,-0.03,1.6,2.3,-1.2
7.945,44723.75977,15890,0.93,0.05,0,1,0,-0.03,1.3,-0.5,1.6
7.9455,44723.75977,15891,0.93,0.05,0.1,1,-0.01,-0.02,-1.6,0.9,-0.5
7.946,44723.75977,15892,1.02,-0.05,0,1,0.01,-0.03,0.6,-1.8,-0.2
7.9465,44723.75977,15893,1.02,0.15,0.29,1,0.01,-0.03,-0.2,1,0.7
7.947,44723.75977,15894,1.12,-0.24,0,1.01,0,-0.04,2.4,-0.5,2.6
7.9475,44723.75977,15895,1.02,-0.05,0,1,0,-0.02,0.5,-0.2,0.4
7.948,44723.75977,15896,0.73,0.15,0,0.98,0.01,-0.03,1.8,2,2
7.9485,44723.75977,15897,1.12,0.15,-0.29,0.99,-0.01,-0.04,0.9,-1.3,-2
7.949,44723.75977,15898,0.93,0.05,0,1,-0.01,-0.02,-0.5,1,-1.6
7.9495,44723.75977,15899,1.02,0.05,0,0.99,0.01,-0.03,0.2,-1,-1.1
7.95,44723.75977,15900,0.83,-0.05,-0.1,1,0.01,-0.02,-1.1,0.4,-0.4
7.9505,44723.75977,15901,1.02,0.05,-0.1,1,0,-0.02,-0.7,-1.3,0
7.951,44723.75977,15902,1.22,0.15,-0.1,0.99,0,-0.02,-0.2,-0.1,1.7
7.9515,44723.75977,15903,1.12,0.15,0,1,0,-0.03,1.1,0.1,-0.4
7.952,44723.75977,15904,0.93,0.05,-0.1,1,-0.01,-0.01,-0.9,1.1,-1.2
7.9525,44723.75977,15905,0.83,0.05,0,1.01,0.01,-0.03,0.2,2.2,-2.9
7.953,44723.75977,15906,0.93,0.05,0,1,0,-0.03,2,2,1.5
7.9535,44723.75977,15907,0.93,0.05,-0.29,1,0,-0.04,2.1,-0.5,2
7.954,44723.75977,15908,1.02,0.05,-0.2,1,0,-0.03,5.1,1.6,0.7
7.9545,44723.75977,15909,1.02,-0.15,-0.1,1,0.01,-0.03,3.3,1.7,1
7.955,44723.75977,15910,1.02,0.05,0,1,-0.01,-0.03,1,1.8,-2
7.9555,44723.75977,15911,0.83,0.15,0.1,1.02,0,-0.03,-0.7,3.2,0.9
7.956,44723.75977,15912,0.83,0.05,-0.1,0.99,0,-0.02,0.7,-1.1,3
7.9565,44723.75977,15913,1.02,0.24,-0.2,1.01,0,-0.03,2.9,1.1,2.8
7.957,44723.75977,15914,0.73,-0.15,-0.29,1.02,0.01,-0.04,2.1,2.1,1.2
7.9575,44723.75977,15915,0.73,-0.24,0.1,1,0,-0.01,0.5,0.9,-2.7
7.958,44723.75977,15916,0.93,-0.15,0.1,0.99,0,-0.03,4,2.1,-1.6
7.9585,44723.75977,15917,1.22,0.24,-0.2,1,-0.01,-0.02,1.5,1.6,0.5
7.959,44723.75977,15918,0.93,-0.15,-0.1,1.01,-0.01,-0.02,-1.5,4,0.6
7.9595,44723.75977,15919,0.73,-0.05,0.1,1.01,0.01,-0.02,0.5,-0.4,0.1
7.96,44723.75977,15920,1.12,0.15,0.2,1,0.01,-0.03,-2.1,1.1,0.4
7.9605,44723.75977,15921,1.22,-0.24,-0.1,1.01,-0.01,-0.02,-2.7,-3.3,-2.1
7.961,44723.75977,15922,0.93,0.05,0.1,1,0.01,-0.04,0.5,2.6,0
7.9615,44723.75977,15923,0.83,0.05,-0.29,0.99,-0.02,-0.03,-0.4,0.9,2.9
7.962,44723.75977,15924,0.93,-0.24,0.2,0.99,-0.01,-0.02,2.1,1.2,-1.1
7.9625,44723.75977,15925,0.83,0.05,0,1,-0.01,-0.01,-0.6,1.1,-1.7
7.963,44723.75977,15926,0.93,0.15,0.1,1.01,0,-0.02,1.7,-0.4,-2
7.9635,44723.75977,15927,1.02,0.15,0.2,1,0,-0.03,0.4,-0.1,2.2
7.964,44723.75977,15928,1.22,-0.05,0,1,0,-0.04,-0.7,-0.6,-2.6
7.9645,44723.75977,15929,1.02,-0.15,-0.1,1.01,-0.01,-0.02,-0.2,2,-1.7
7.965,44723.75977,15930,0.93,-0.15,0.1,1.01,0.01,-0.03,0.2,-0.6,-1.6
7.9655,44723.75977,15931,1.02,-0.15,-0.2,1.01,0,-0.02,-1.2,0.4,0
7.966,44723.75977,15932,0.93,-0.05,-0.2,1,0.02,-0.03,-1.7,-0.7,2
7.9665,44723.75977,15933,1.12,0.24,0,1.01,0,-0.02,-1.2,-0.5,0.7
7.967,44723.75977,15934,1.02,-0.05,0,0.98,0,-0.02,-1.2,-0.6,2
7.9675,44723.75977,15935,1.22,0.05,0.1,1,-0.01,-0.02,1.6,-0.7,0.5
7.968,44723.75977,15936,0.83,0.05,0,0.99,-0.01,-0.01,1.3,-0.9,1.3
7.9685,44723.75977,15937,0.83,0.15,0,1,-0.01,-0.02,0.9,0.6,1.5
7.969,44723.75977,15938,0.93,-0.05,-0.29,1,0.01,-0.02,-0.1,-0.6,0
7.9695,44723.75977,15939,1.12,-0.05,-0.2,1,0,-0.01,-1.5,0,0.5
7.97,44723.75977,15940,1.32,0.15,0,0.99,-0.01,-0.02,0,0.5,1.8
7.9705,44723.75977,15941,1.02,0.15,0.2,0.99,-0.01,-0.03,0,-0.5,1.6
7.971,44723.75977,15942,1.02,0.15,-0.29,0.99,0,0,0,-0.9,-1.3
7.9715,44723.75977,15943,1.12,-0.05,-0.2,1.01,0,-0.03,0.1,-1.8,0.4
7.972,44723.75977,15944,1.02,0.05,0,1.01,-0.01,-0.04,1.3,-0.1,0
7.9725,44723.75977,15945,1.22,0.15,0.1,1,0.01,-0.04,-1.6,-1.5,2.4
7.973,44723.75977,15946,0.93,-0.05,-0.2,1,-0.01,-0.03,1.3,-1.2,-0.5
7.9735,44723.75977,15947,1.02,-0.15,-0.2,1.01,0,-0.03,0.4,0.1,-1.3
7.974,44723.75977,15948,0.93,-0.05,-0.1,1.01,-0.01,-0.04,-0.7,-1.5,0.5
7.9745,44723.75977,15949,0.63,0.05,0,1.01,0,-0.02,-1,0.9,1.5
7.975,44723.75977,15950,1.22,-0.24,-0.1,0.99,-0.01,-0.04,0.6,-2.2,3.9
7.9755,44723.75977,15951,1.02,0.05,-0.29,1.01,0.01,-0.01,0.7,-1.1,-1.8
7.976,44723.75977,15952,0.73,0.05,0,1,0,-0.02,0,-0.6,-2.2
7.9765,44723.75977,15953,1.02,-0.05,-0.2,1,-0.01,-0.03,0.1,-1.6,-1.8
7.977,44723.75977,15954,1.12,0.05,0,0.99,0.01,-0.02,-0.2,-0.9,-1.8
7.9775,44723.75977,15955,1.02,0.15,0.2,1,0,-0.04,0.4,-1.8,-0.2
7.978,44723.75977,15956,1.02,0.15,0,1.01,0,-0.03,-1.1,-2.6,-0.6
7.9785,44723.75977,15957,0.83,0.05,0,1,0.01,-0.03,2.7,2.8,-1.2
7.979,44723.75977,15958,0.83,-0.15,-0.2,1,0,-0.02,-1.1,-1.6,-0.5
7.9795,44723.75977,15959,1.02,-0.05,0,1.01,0.01,-0.03,-1.3,1.2,0.4
7.98,44723.75977,15960,1.02,0.05,0.2,1,0.01,-0.03,1.7,0.4,0.5
7.9805,44723.75977,15961,1.12,0.05,0,1,0,-0.02,2.1,-1.2,2.3
7.981,44723.75977,15962,0.83,0.15,0.1,1.01,0,-0.02,0.9,-2.1,2
7.9815,44723.75977,15963,1.12,0.24,-0.1,1.01,0,-0.04,0.6,0.2,-1.3
7.982,44723.75977,15964,1.02,-0.15,0.1,1.01,0,-0.03,-1.8,1.3,1.7
7.9825,44723.75977,15965,1.02,-0.05,-0.29,1,0,-0.03,-0.9,0.7,3.3
7.983,44723.75977,15966,1.02,0.24,0.29,1,-0.01,-0.03,-3.3,-0.9,-1.3
7.9835,44723.75977,15967,1.02,-0.05,0,1.02,0,-0.03,1.8,0.4,-3.8
7.984,44723.75977,15968,0.93,0.24,-0.1,1,-0.01,-0.04,1.5,-0.9,-1.8
7.9845,44723.75977,15969,1.22,-0.05,0,0.99,0,-0.03,3.2,-0.2,-0.1
7.985,44723.75977,15970,1.02,-0.05,0,1,0.01,-0.02,1.3,-1.1,0.6
7.9855,44723.75977,15971,0.93,-0.05,-0.2,1,0.01,-0.03,0,1.5,-0.9
7.986,44723.75977,15972,1.12,0.24,-0.1,1.01,-0.02,-0.02,1,-0.7,0.4
7.9865,44723.75977,15973,1.02,0.15,-0.1,0.99,0,-0.02,-2.1,-1.1,-2.2
7.987,44723.75977,15974,1.02,-0.05,-0.2,0.99,0,-0.04,0,-0.9,-1.1
7.9875,44723.75977,15975,1.02,0.15,-0.1,1.02,-0.02,-0.04,-1.2,-1,1.1
7.988,44723.75977,15976,0.93,-0.05,0,1.01,-0.01,-0.05,-0.7,-0.9,-0.5
7.9885,44723.75977,15977,1.32,0.15,-0.29,0.99,0,-0.03,-0.2,-1.6,1.1
7.989,44723.75977,15978,1.02,0.05,-0.29,1,0,-0.04,1.6,-0.4,-2
7.9895,44723.75977,15979,1.22,-0.05,0,1,0,-0.03,-1.1,-1.5,-0.6
7.99,44723.75977,15980,0.93,-0.15,-0.1,1,-0.01,-0.03,-0.4,0.9,0.2
7.9905,44723.75977,15981,0.93,-0.24,-0.2,1,0.01,-0.02,2.3,-0.4,-0.4
7.991,44723.75977,15982,0.93,0.05,-0.1,1,0,-0.04,0,1.3,0.5
7.9915,44723.75977,15983,0.73,0.05,0,0.99,0,-0.04,-2.2,0.5,-0.7
7.992,44723.75977,15984,1.02,0.15,0.39,1.01,0,-0.03,-0.1,-2.3,-1.1
7.9925,44723.75977,15985,0.93,0.15,0.29,1,0,-0.03,1.7,1.1,-1.3
7.993,44723.75977,15986,1.02,0.24,-0.1,1,-0.01,-0.02,-0.1,-1.1,-0.2
7.9935,44723.75977,15987,1.12,-0.15,0,1.02,0,-0.03,-2.2,1.7,0.4
7.994,44723.75977,15988,0.83,0.05,0,1.01,0,-0.03,0,1.1,1.3
