' Device: 0018; Hardware: v03.07.02; Firmware: v03.07.02,,,,,,,,,,,
' Test ID: 0,,,,,,,,,,,
' Run Started: 11/06(Jun)/2022 18:13:26,,,,,,,,,,,
' Scan Freq (Hz): 2000,,,,,,,,,,,
' Log Time (sec): 60; Delay Time (sec): 30; Clock Adj.: 1.000000,,,,,,,,,,,
' ,,,,,,,,,,,
' Time,DateTime,Scan,X1-X,X1-Y,X1-Z,X2-X,X2-Y,X2-Z,G2-X,G2-Y,G2-Z
' (Sec),(Serial),Number,(g),(g),(g),(g),(g),(g),(°/sec),(°/sec),(°/sec)
17.477,44723.75988,34954,-0.15,0.54,-0.2,0,1,0,0.4,0.4,-0.9
17.4775,44723.75988,34955,-0.15,0.93,0.1,0.01,1,0,1.1,0.9,-0.7
17.478,44723.75988,34956,-0.05,0.93,0,0,0.99,0.01,-0.7,0.1,-0.9
17.4785,44723.75988,34957,0.15,1.02,-0.1,0,0.98,0.01,1.7,2.8,2.3
17.479,44723.75988,34958,-0.15,0.93,0.1,0.02,1,0.01,-0.1,-0.6,0.1
17.4795,44723.75988,34959,-0.15,0.73,0.2,0,1,0.01,-2,0.6,-1.7
17.48,44723.75988,34960,0.05,1.02,0.2,0,1,0,0.9,-0.9,-1.2
17.4805,44723.75988,34961,-0.15,0.83,0,0.03,1,0.01,-1,0.9,2.4
17.481,44723.75988,34962,-0.05,0.83,0.1,0.01,1,0.02,-0.5,-2.3,0.5
17.4815,44723.75988,34963,0.05,0.54,-0.2,0.01,0.99,0.01,-0.6,0.7,-0.2
17.482,44723.75988,34964,-0.15,0.73,0.1,0.01,1,0.02,-0.1,-0.7,0.4
17.4825,44723.75988,34965,0.15,1.22,0.2,0,1,0.01,-1.5,-0.7,-1.8
17.483,44723.75988,34966,0.15,0.93,-0.2,0.01,0.99,0.01,-0.5,0.2,-3.3
17.4835,44723.75988,34967,0.05,1.02,0.1,0,1,0.01,0.7,1,1.1
17.484,44723.75988,34968,-0.15,0.83,0,0,0.99,0.02,1.8,-0.7,1.7
17.4845,44723.75988,34969,-0.15,0.93,-0.2,0.03,0.98,0.02,-0.5,-1.6,-0.7
17.485,44723.75988,34970,0.15,0.93,-0.29,0.01,1,0.02,1,0.6,-2
17.4855,44723.75988,34971,-0.15,0.83,-0.1,0,0.99,0.01,2.6,-0.6,1.1
17.486,44723.75988,34972,-0.15,0.73,0,0.02,0.99,0.01,0.9,-1.2,3.3
17.4865,44723.75988,34973,0.05,1.02,0,0.01,0.99,0.03,0.5,-1.3,1.8
17.487,44723.75988,34974,0.05,1.02,0.39,0,0.99,0.01,1.8,1.5,1.2
17.4875,44723.75988,34975,0.05,0.93,0.1,-0.01,0.99,0,-1.5,0.4,-4.4
17.488,44723.75988,34976,0.05,0.83,0,0,0.98,0.01,-2,2.3,-2
17.4885,44723.75988,34977,0.15,0.83,0.1,0.01,0.99,0.02,-0.2,0.2,-2.8
17.489,44723.75988,34978,0.05,1.12,-0.1,0.01,0.99,0.02,1.1,0.7,-1
17.4895,44723.75988,34979,-0.15,0.93,0.29,0.02,0.98,0,0,0.7,-1.3
17.49,44723.75988,34980,0.05,1.02,0.2,0,0.99,0.02,-0.2,-0.2,-2.3
17.4905,44723.75988,34981,0.15,0.93,-0.2,0.01,0.98,0.01,0,-0.5,-1.3
17.491,44723.75988,34982,-0.05,0.73,0.1,-0.01,0.98,0.01,0.1,-1,-1.5
17.4915,44723.75988,34983,-0.15,1.02,0.39,0,1,0.01,-1.3,0.4,2.3
17.492,44723.75988,34984,0.05,0.93,-0.2,0,0.99,0,-0.9,-1.6,0.6
17.4925,44723.75988,34985,-0.15,1.02,0.1,0.02,1,0,0,0.1,-1.2
17.493,44723.75988,34986,-0.15,0.93,0.1,-0.01,1,0.01,1.8,2.3,0.4
17.4935,44723.75988,34987,-0.05,0.73,0.2,0.02,0.99,0.01,-0.4,0.5,-0.4
17.494,44723.75988,34988,-0.15,0.93,-0.1,0.01,0.99,0.02,0.5,0.1,-0.5
17.4945,44723.75988,34989,0.05,1.22,-0.1,0.01,0.99,0.01,-0.6,-1.2,0.2
17.495,44723.75988,34990,-0.05,0.93,0.1,0,1,0.01,0.7,1.7,-2.1
17.4955,44723.75988,34991,0.05,1.02,0.1,0,1,0.01,1.1,-0.4,-3.3
17.496,44723.75988,34992,-0.05,0.73,0.1,0,0.99,0,-1,3.4,0
17.4965,44723.75988,34993,-0.15,0.83,0.2,0,1,0.01,2,0,-1.3
17.497,44723.75988,34994,0.15,0.93,-0.2,0,0.99,0,0.5,0.1,-0.4
17.4975,44723.75988,34995,-0.05,1.02,0.1,0,0.99,0,0.5,0.1,-0.4
17.498,44723.75988,34996,0.05,0.83,-0.1,0.01,0.99,0.01,-1.6,-2.6,2.1
17.4985,44723.75988,34997,-0.05,0.93,-0.1,0.02,0.99,0.01,1.1,1.8,-2.6
17.499,44723.75988,34998,-0.05,0.73,0.29,0,0.99,0.02,0,-2.1,2.4
17.4995,44723.75988,34999,-0.15,0.93,-0.29,0,1,0.02,-0.1,-1.6,1.7
17.5,44723.75988,35000,0.15,0.93,-0.1,0.01,1,0.02,0,2.1,-0.1
17.5005,44723.75988,35001,0.05,0.73,0.2,0.01,0.99,0.02,0.2,-0.7,2.2
17.501,44723.75988,35002,-0.15,0.83,0.29,0,0.98,0.02,0.7,0.4,-1.2
17.5015,44723.75988,35003,-0.15,0.93,0.2,0.01,0.99,-0.02,1,-2.3,-0.2
17.502,44723.75988,35004,0.05,0.93,0,0.01,0.99,0.01,0.5,-0.2,-1.8
17.5025,44723.75988,35005,0.05,0.93,0,0,0.99,0.01,-0.9,-2.3,1.7
17.503,44723.75988,35006,-0.15,0.73,0,0,0.99,0.01,0.2,-0.6,-2.4
17.5035,44723.75988,35007,-0.15,0.73,0.1,0.01,1,0.01,0.6,-0.1,1
17.504,44723.75988,35008,-0.05,1.02,0.1,0.01,0.99,0.01,2,-0.9,1.1
17.5045,44723.75988,35009,0.05,0.83,0.1,0.02,0.99,0.01,4,0.1,2.6
17.505,44723.75988,35010,0.05,0.73,0.2,-0.01,0.99,0.02,1.5,-0.9,-1
17.5055,44723.75988,35011,0.05,0.93,-0.1,0.01,1,0.01,2.4,-0.2,0
17.506,44723.75988,35012,-0.05,0.93,0,0.02,1,0.01,-0.7,0.5,-1.7
17.5065,44723.75988,35013,0.05,1.02,0,0.01,0.99,0.01,0.9,1,-2.2
17.507,44723.75988,35014,0.05,0.93,0.1,0,1.01,0,2,1.7,1
17.5075,44723.75988,35015,-0.15,0.73,0.1,0.01,1.01,0,-0.6,1.1,1.1
17.508,44723.75988,35016,-0.05,1.02,0,0,1,0.02,-0.9,-0.7,-1.3
17.5085,44723.75988,35017,0.15,0.73,0,0.01,1,0.01,0.2,0.5,-2.2
17.509,44723.75988,35018,0.24,0.73,0.29,0.02,1,0.01,2.4,1.8,-1.3
17.5095,44723.75988,35019,0.05,0.83,0,0,1.01,0.01,1,-0.9,-0.4
17.51,44723.75988,35020,0.05,0.93,0.29,0.01,0.99,0,4,3.3,-1
17.5105,44723.75988,35021,-0.15,0.73,0,0,0.99,0,0,-2,-1.3
17.511,44723.75988,35022,-0.15,0.83,-0.1,0,0.99,0.01,-0.6,-1.6,-0.9
17.5115,44723.75988,35023,0.05,0.83,0.29,0.01,0.99,0,-0.6,-3.2,-0.6
17.512,44723.75988,35024,0.05,1.22,0.1,0.02,1,0,0.2,1.5,-0.6
17.5125,44723.75988,35025,0.15,1.22,0.1,0.01,0.99,0.01,2.1,-0.4,-0.9
17.513,44723.75988,35026,-0.15,0.54,0,0.02,1.01,0.01,-0.1,0.2,0.5
17.5135,44723.75988,35027,-0.15,0.93,-0.1,0.01,1,0.01,1,-0.7,4
17.514,44723.75988,35028,0.15,0.73,-0.1,0.02,1,0,1.1,0.1,1.6
17.5145,44723.75988,35029,0.15,1.12,-0.1,0,0.98,0.01,2.1,-2.2,-1.2
17.515,44723.75988,35030,0.05,0.93,0,0,0.99,0.01,1.5,0.1,-0.9
17.5155,44723.75988,35031,-0.15,0.73,0,0,0.99,0,-0.4,-1,0.2
17.516,44723.75988,35032,-0.15,0.73,0.1,0.01,1,0,1.6,0.4,0.6
17.5165,44723.75988,35033,-0.15,0.73,-0.1,0,0.99,0.01,-0.7,0.6,-2.1
17.517,44723.75988,35034,-0.05,0.73,0,0.01,0.99,0.02,0,-0.4,-1.5
17.5175,44723.75988,35035,-0.05,0.93,0.1,0.01,0.99,0,0.7,-0.2,-0.7
17.518,44723.75988,35036,0.05,0.93,-0.1,0.01,0.99,0.01,1.7,1.1,0
17.5185,44723.75988,35037,0.15,1.02,0.2,0.01,1,0,2.6,0.7,4.3
17.519,44723.75988,35038,0.15,0.93,-0.1,0.01,1,0,0.1,-0.6,1
17.5195,44723.75988,35039,0.05,0.93,0,0.01,1.01,0,0.1,2.2,-0.9
17.52,44723.75988,35040,-0.05,0.93,0,0,0.99,0,-1,-0.6,-1.3
17.5205,44723.75988,35041,-0.15,0.73,0,0.01,1,-0.01,-2,1.6,-0.2
17.521,44723.75988,35042,-0.15,0.93,0,-0.01,1,0.02,1.2,-2.6,-0.5
17.5215,44723.75988,35043,-0.05,0.93,0.2,0,0.99,0,-0.1,-0.7,1.1
17.522,44723.75988,35044,0.24,0.93,0.1,0,0.98,0.02,0.9,-1.2,-1.3
17.5225,44723.75988,35045,-0.05,0.83,0.1,0,1.01,0,-1.8,-0.7,-1.1
17.523,44723.75988,35046,-0.15,0.83,-0.1,0,0.99,0,4.1,2.4,-3.3
17.5235,44723.75988,35047,-0.15,0.93,0.1,0.01,0.99,0.01,-1.1,-1,0.7
17.524,44723.75988,35048,0.05,1.02,0,-0.01,1,0.02,-0.9,3,1.1
17.5245,44723.75988,35049,-0.15,0.83,0.1,0.01,1,0.02,-0.7,-0.2,1.5
17.525,44723.75988,35050,-0.05,0.83,0.1,0.01,1,-0.01,3.2,3.7,-1.1
17.5255,44723.75988,35051,-0.15,0.73,-0.1,-0.01,1.01,0.01,-0.7,-1,1.6
17.526,44723.75988,35052,0.15,1.02,0,0,1,0.01,0.9,-0.4,0.4
17.5265,44723.75988,35053,-0.15,0.93,0.1,0,0.99,0,-1.7,0.1,1.7
17.527,44723.75988,35054,-0.15,1.02,0.39,0,0.99,0.01,4.9,-2.6,-1
17.5275,44723.75988,35055,0.05,0.73,0.1,0.01,0.98,0,2.6,1.1,0.2
17.528,44723.75988,35056,-0.15,0.73,0.1,0.02,0.99,0.01,0.7,-0.5,-2.2
17.5285,44723.75988,35057,0.05,0.93,-0.1,0,1,0.01,0.4,1.6,-0.5
17.529,44723.75988,35058,-0.15,0.83,0.2,0.01,1,0,-2.1,1.2,-0.9
17.5295,44723.75988,35059,0.05,0.93,-0.1,0,1,0,-2,0.7,-1
17.53,44723.75988,35060,-0.05,0.83,-0.1,0,1,-0.01,1.1,0,-1.2
17.5305,44723.75988,35061,-0.15,0.83,0.29,0.03,1,0,1,0.6,0
17.531,44723.75988,35062,0.24,0.93,0.1,0.01,1.01,0.02,0,-1.2,1.1
17.5315,44723.75988,35063,-0.15,0.54,0.1,0.01,1,0.01,0.6,-0.5,0
17.532,44723.75988,35064,-0.15,0.93,0,0.01,0.99,0.01,1,-0.9,-0.6
17.5325,44723.75988,35065,0.15,0.83,0.1,0.02,1,0.01,2,1.3,0.4
17.533,44723.75988,35066,-0.15,0.93,0,0.02,1.01,0.02,1.5,-1.5,0.4
17.5335,44723.75988,35067,-0.15,0.73,0.1,0.02,1,0.01,-0.6,-1.2,-0.9
17.534,44723.75988,35068,-0.05,0.93,0,0.01,1,0,1.2,1.1,0.2
17.5345,44723.75988,35069,-0.05,0.93,0.1,0.01,1,0,0.2,-0.9,-3.3
17.535,44723.75988,35070,0.15,1.02,-0.1,0.02,1,0,2,0.9,-1.7
17.5355,44723.75988,35071,-0.15,0.83,-0.1,0,1,-0.01,1.5,-2.4,0.7
17.536,44723.75988,35072,-0.15,1.02,-0.1,0.02,1,0.02,-0.9,3,-0.6
17.5365,44723.75988,35073,0.05,1.22,-0.1,0.01,1,0.03,-0.1,-0.7,-2
17.537,44723.75988,35074,0.15,0.54,0.1,0.01,1,0.01,-1.5,-1.6,2.9
17.5375,44723.75988,35075,0.05,0.93,0.39,0,0.99,0.01,-2.7,0.1,1
17.538,44723.75988,35076,0.05,0.93,0,0.01,0.99,0.01,0.1,0.1,-0.5
17.5385,44723.75988,35077,0.05,1.12,0.2,0.02,1,0.01,1.8,-1.1,0.4
17.539,44723.75988,35078,-0.15,1.02,0.1,0.02,1,0,1.7,-0.5,0.1
17.5395,44723.75988,35079,-0.05,1.22,0.2,0.01,0.99,0.01,-0.1,-0.2,-1.1
17.54,44723.75988,35080,-0.05,0.93,0.1,0.01,0.99,-0.01,0,-0.9,0.2
17.5405,44723.75988,35081,-0.05,0.93,0.2,0.01,0.99,-0.01,-0.2,0.9,2.1
17.541,44723.75988,35082,-0.15,0.73,-0.2,0.01,0.99,0,-0.1,0,0.5
17.5415,44723.75988,35083,0.15,1.02,0,0,1,0.01,2.4,0.9,-1
17.542,44723.75988,35084,-0.15,0.54,0,0.01,1,0.01,-0.5,-1.7,-0.9
17.5425,44723.75988,35085,-0.15,0.93,-0.1,0.02,1,0.01,2,2.6,-2.1
17.543,44723.75988,35086,0.05,1.12,-0.1,0.01,0.98,0,0.7,-2.1,0
17.5435,44723.75988,35087,-0.15,0.93,0.2,0,1.01,-0.01,-0.2,-0.2,-0.9
17.544,44723.75988,35088,0.05,1.02,-0.2,0.01,1,0,-2,1.6,-1
17.5445,44723.75988,35089,0.05,0.93,0.1,0,0.99,0,2.6,0.2,-1
17.545,44723.75988,35090,-0.15,0.93,-0.1,0,0.99,0.01,0.1,-0.5,1.1
17.5455,44723.75988,35091,-0.05,1.02,-0.2,0,0.99,0,-0.7,-2,2.6
17.546,44723.75988,35092,-0.05,0.93,0,0.01,0.99,0.01,2.7,0.5,-0.2
17.5465,44723.75988,35093,0.05,1.12,0.2,0.02,0.99,0.02,0.6,-0.2,-0.1
17.547,44723.75988,35094,-0.15,1.02,-0.2,0.02,1.02,0,0.5,0.6,-1.7
17.5475,44723.75988,35095,-0.05,0.73,0.1,0.01,1.01,0,-0.4,-0.2,-0.6
17.548,44723.75988,35096,-0.15,0.73,0.2,0.01,0.99,0,0.7,1,-2.3
17.5485,44723.75988,35097,-0.05,0.93,-0.1,0.01,1,0.03,-0.5,-1.7,-3.2
17.549,44723.75988,35098,0.05,0.93,-0.29,0.02,1,0.02,-0.2,-2.6,-1.5
17.5495,44723.75988,35099,-0.15,0.83,-0.1,0.02,1,0.01,2.1,2.1,2.7
17.55,44723.75988,35100,0.15,0.73,-0.1,0,1,0.01,1.2,-2.9,2.2
17.5505,44723.75988,35101,0.15,1.02,0.2,0,1,0.02,1.1,1,0.4
17.551,44723.75988,35102,-0.15,0.93,0.2,0.01,0.99,0.02,-1,-2.7,-0.6
17.5515,44723.75988,35103,0.15,0.93,0,0.01,0.98,0.02,1.7,0,-1
17.552,44723.75988,35104,0.05,1.02,0,0,1,0,-1.8,-3.3,1.8
17.5525,44723.75988,35105,-0.05,1.12,0.39,0,1.01,0,-2,-0.4,1.2
17.553,44723.75988,35106,0.05,1.02,-0.1,0.02,1,0.01,1.1,-2,0.9
17.5535,44723.75988,35107,0.05,0.93,0,0.02,0.99,0,1.7,-2,0
17.554,44723.75988,35108,-0.15,0.73,-0.29,0.01,1,0.01,0.4,2.8,-1.2
17.5545,44723.75988,35109,-0.05,0.93,0.1,0.01,1,0,3.8,0.9,1.5
17.555,44723.75988,35110,0.05,0.73,0.39,0,0.99,0.02,1.3,-0.9,1.3
17.5555,44723.75988,35111,0.15,1.12,0,0.01,1,0.03,1.7,1.2,2
17.556,44723.75988,35112,0.24,0.83,0.1,0,1.01,0.01,3.3,-0.2,-0.6
17.5565,44723.75988,35113,-0.15,0.93,0,0.01,1,0.03,-0.7,1.2,-0.1
17.557,44723.75988,35114,-0.15,0.73,0.29,0,1,0.03,0,-0.1,0.9
17.5575,44723.75988,35115,-0.15,1.02,0,0,0.99,0.01,0.7,0.2,1.7
17.558,44723.75988,35116,-0.05,0.73,-0.1,0.02,0.98,0.02,-0.9,2.1,-1.8
17.5585,44723.75988,35117,-0.15,0.54,0,0.02,0.99,0.01,1.2,0.2,-2.3
17.559,44723.75988,35118,0.15,1.22,0.1,0,1,0.01,-0.9,0.6,-0.5
17.5595,44723.75988,35119,-0.15,0.83,0,0.02,0.99,-0.01,0.6,-1,2.6
17.56,44723.75988,35120,0.05,1.02,0.2,0,1.01,0.01,-0.6,0.1,-2
17.5605,44723.75988,35121,-0.15,0.73,-0.2,0,0.99,0.02,-1.7,1.2,-1
17.561,44723.75988,35122,-0.15,0.93,0,0.02,0.99,0.01,0.9,0.2,-1
17.5615,44723.75988,35123,-0.15,0.93,-0.1,0.01,1,0.01,-0.2,-0.4,0.7
17.562,44723.75988,35124,-0.15,0.93,-0.1,-0.01,1,0.01,1.8,-1.2,-0.9
17.5625,44723.75988,35125,-0.15,0.83,0.2,0,1,0.02,0.9,0.2,-2.6
17.563,44723.75988,35126,0.24,0.93,0.1,0,1,0.02,-1.2,0.1,-3.8
17.5635,44723.75988,35127,-0.15,1.02,0.2,0.01,1.01,0,-0.6,0.9,-0.1
17.564,44723.75988,35128,-0.15,1.12,-0.1,0.02,1,0,-0.5,0.4,0.4
17.5645,44723.75988,35129,0.05,0.93,0,0.01,1,-0.01,3.9,1.7,2.4
17.565,44723.75988,35130,-0.05,1.02,-0.29,0.01,1.01,0.01,0.9,2.1,1.3
17.5655,44723.75988,35131,0.15,1.12,0.2,0,1,-0.01,-1,1.6,0.4
17.566,44723.75988,35132,0.05,0.93,0.1,-0.01,1,-0.01,-1.1,2.2,-1.7
17.5665,44723.75988,35133,-0.05,0.83,0.1,0,1,0.01,-0.5,-0.7,0.1
17.567,44723.75988,35134,-0.15,0.83,0,0.01,0.99,0.02,-2.8,-1.3,1.5
17.5675,44723.75988,35135,-0.15,0.54,0.29,0.02,1.01,0,0.4,-0.5,0.2
17.568,44723.75988,35136,0.05,0.93,0.29,0.01,0.99,0.01,-0.5,-3.4,-1.2
17.5685,44723.75988,35137,-0.05,0.83,0.2,0,0.99,0.02,0.6,0.7,-0.4
17.569,44723.75988,35138,0.05,0.93,-0.1,0.01,1,0.01,1.7,-1.8,-1.6
17.5695,44723.75988,35139,-0.15,0.93,0,0.01,1,0.02,1.3,-1,-1
17.57,44723.75988,35140,-0.05,0.83,-0.1,0.02,1,-0.01,-0.2,-1.3,-0.1
17.5705,44723.75988,35141,-0.15,0.73,0.29,0.02,1,0.01,-0.2,1.2,0.4
17.571,44723.75988,35142,-0.05,0.83,0.1,-0.01,1,0.02,0.9,-0.5,-2.9
17.5715,44723.75988,35143,-0.15,0.73,0,0,0.99,0.01,1.1,-1.1,-1.3
17.572,44723.75988,35144,-0.05,0.93,0.1,0.01,0.99,0,0.4,1.6,-0.5
17.5725,44723.75988,35145,-0.15,0.83,0,0,0.98,0,-1.6,-0.4,2
17.573,44723.75988,35146,0.05,0.93,-0.1,0.01,0.98,0.01,-0.9,-0.9,0.9
17.5735,44723.75988,35147,-0.05,0.83,0.29,0.02,1.01,0.01,0.9,1.2,-2.6
17.574,44723.75988,35148,-0.05,0.93,0.1,0.02,1,0,-0.6,-0.9,-5.6
17.5745,44723.75988,35149,-0.05,1.22,0.2,0.01,1,0.01,1.3,1.3,5
17.575,44723.75988,35150,-0.15,0.83,-0.1,0.01,1,0,1.6,0.2,1.6
17.5755,44723.75988,35151,0.15,0.93,0,0,0.98,0.01,-1.2,0.7,-2.7
17.576,44723.75988,35152,-0.05,0.93,0.2,0,0.99,0.02,-1,-0.6,-0.9
17.5765,44723.75988,35153,-0.15,0.93,0.29,0.01,1,0.01,0.2,0,0.7
17.577,44723.75988,35154,0.15,1.02,0,0.01,1,0,0,-1.2,1.7
17.5775,44723.75988,35155,0.15,0.83,0,0.02,0.99,0.02,-1.6,0.9,0.4
17.578,44723.75988,35156,0.05,0.93,0,-0.02,0.99,0.01,0.5,-0.1,0.4
17.5785,44723.75988,35157,-0.15,0.93,-0.29,-0.01,0.99,0.01,-3.3,1,1.1
17.579,44723.75988,35158,0.05,0.93,-0.1,0.01,0.99,0.01,1.7,0,-2.4
17.5795,44723.75988,35159,-0.15,0.93,0.2,0,1,0.01,0.1,2.1,1
17.58,44723.75988,35160,0.05,0.93,0.1,0.01,1,0.01,0.5,-1.1,1.6
17.5805,44723.75988,35161,0.05,0.93,-0.1,0.02,0.99,0.01,1.3,-0.5,1.7
17.581,44723.75988,35162,-0.15,1.02,0.2,0,1.01,0.02,0,1.3,-2.4
17.5815,44723.75988,35163,-0.15,0.54,0,0.01,1,0.01,-2.1,2.2,-2.9
17.582,44723.75988,35164,-0.15,0.83,0.29,0.01,1,0,1.5,0.4,-4
17.5825,44723.75988,35165,-0.15,0.93,-0.2,-0.01,0.98,0.01,-0.5,-1.8,-0.2
17.583,44723.75988,35166,-0.15,0.83,0,0,0.98,0.01,0,2.2,3
17.5835,44723.75988,35167,-0.15,1.02,0,0.01,0.98,0,1,-0.7,-0.5
17.584,44723.75988,35168,-0.15,0.93,0,0.02,1,0,2,1.3,-3.3
17.5845,44723.75988,35169,-0.05,0.93,0.1,0.03,1,0,-0.2,-1.2,-3.7
17.585,44723.75988,35170,0.15,0.93,0,0.02,0.99,0.02,0.6,0.9,-1.8
17.5855,44723.75988,35171,0.15,0.93,0.1,0,1,0.01,1.6,1.5,2.1
17.586,44723.75988,35172,-0.15,0.93,0.2,0.01,0.99,0.02,0.2,-1.6,0.2
17.5865,44723.75988,35173,-0.15,0.54,0,0,0.99,-0.01,-0.4,-0.9,1.3
17.587,44723.75988,35174,-0.05,0.93,0.1,0,1,0.01,0.1,0,0
17.5875,44723.75988,35175,-0.05,0.73,0.1,0,0.98,0,2.6,2.2,1.3
17.588,44723.75988,35176,-0.05,0.93,0,0.02,1,0.01,0.4,-2,4.9
17.5885,44723.75988,35177,-0.15,0.54,0,0.03,0.99,0.03,-0.4,-0.5,0.2
17.589,44723.75988,35178,-0.05,0.93,0.29,0.02,1,0.02,-0.9,1.7,-2.3
17.5895,44723.75988,35179,0.05,0.93,-0.1,0,1,0.01,1.6,2,-3.2
17.59,44723.75988,35180,0.05,1.02,0,0.01,0.99,0,2,-0.4,0.9
17.5905,44723.75988,35181,-0.15,0.83,0.1,0,0.98,0.02,-1.6,-1.2,2.1
17.591,44723.75988,35182,-0.15,0.73,0.2,0.02,1,0.01,1,0,1.5
17.5915,44723.75988,35183,0.24,0.73,0,0.02,0.98,0,-0.4,0.6,-3.9
17.592,44723.75988,35184,-0.05,0.93,0.29,0.02,1,0.01,-0.7,-1.6,-2.1
17.5925,44723.75988,35185,-0.15,0.73,0,0.01,1.01,0.01,0.9,0.7,1.6
17.593,44723.75988,35186,-0.15,0.73,-0.2,0.02,1,0.01,-1,-0.7,1.5
17.5935,44723.75988,35187,-0.15,0.54,0.1,0.01,1,0.01,-0.4,-0.2,-1.6
17.594,44723.75988,35188,-0.15,0.93,0,0,0.99,-0.01,0.7,2,-2.4
17.5945,44723.75988,35189,-0.05,0.83,0,0,1.01,0.03,-2.1,-1.2,-0.1
17.595,44723.75988,35190,-0.05,0.83,0.2,0.02,1.01,0.01,-0.4,2.2,0.5
17.5955,44723.75988,35191,-0.15,0.93,0,0.02,1.01,0.03,-0.7,-1.6,2.6
17.596,44723.75988,35192,-0.15,0.93,0.1,0.01,1,0.02,0.6,1.7,0.2
17.5965,44723.75988,35193,-0.15,0.54,0,0,0.98,0.03,1.3,0.9,1.6
17.597,44723.75988,35194,0.24,1.02,0,-0.01,0.98,0.01,0.5,2.2,1.5
17.5975,44723.75988,35195,0.05,0.93,0.2,0.01,1,0.01,-2,0.6,0.7
17.598,44723.75988,35196,0.15,1.02,0,0,0.98,-0.01,-1.8,-0.2,0.5
17.5985,44723.75988,35197,-0.05,0.93,0.1,0.01,0.99,-0.01,0.5,0.2,-0.7
17.599,44723.75988,35198,-0.15,1.32,0,0.02,1,0,0,-2.1,-1.7
17.5995,44723.75988,35199,-0.15,0.73,0.1,0.03,1,0,0.6,1,-0.6
17.6,44723.75988,35200,-0.05,0.93,0.29,0.01,1,0,-1.2,-0.7,1
17.6005,44723.75988,35201,-0.05,0.83,0,-0.01,1,0.01,-1.8,2.2,0.4
17.601,44723.75988,35202,-0.15,0.83,-0.29,-0.02,0.98,0,-1.3,1.7,-2.3
17.6015,44723.75988,35203,-0.15,0.83,0,0.01,0.98,0.01,1.6,-0.2,1.5
17.602,44723.75988,35204,-0.15,0.93,0.2,0,0.98,0.01,-0.2,-1.1,0.5
17.6025,44723.75988,35205,0.05,0.93,0.29,0.01,0.98,0,0.9,-0.1,1.1
17.603,44723.75988,35206,-0.15,0.73,0.1,0.02,0.98,0,-0.4,-1.5,1.2
17.6035,44723.75988,35207,-0.05,0.83,0.2,0.01,0.99,0.01,0.6,1.1,0
17.604,44723.75988,35208,0.05,0.83,0,0.01,0.99,0.01,0.1,0.1,-3.9
17.6045,44723.75988,35209,0.05,1.12,-0.29,0.01,1,-0.01,-0.4,-2.3,-1.1
17.605,44723.75988,35210,-0.05,0.93,-0.29,0.01,1,0,1,-0.6,2.2
17.6055,44723.75988,35211,0.05,0.83,0.2,0,0.99,0,1.2,-1.6,1.8
17.606,44723.75988,35212,-0.15,0.83,0.1,0,0.97,0.01,-0.7,3.4,-3
17.6065,44723.75988,35213,-0.05,0.73,0.1,0.02,0.98,0.02,-1.1,1,-1.2
17.607,44723.75988,35214,-0.15,0.83,0.29,0.01,1,0,-1.5,-0.6,1
17.6075,44723.75988,35215,-0.15,0.93,0.1,0.01,0.99,0,0.2,2.8,-0.1
17.608,44723.75988,35216,0.05,0.54,-0.29,0,1,0,-0.4,-1.2,-0.2
17.6085,44723.75988,35217,0.05,0.83,0.1,0,0.99,0,1.8,0.7,0
17.609,44723.75988,35218,0.05,1.02,0,-0.01,0.99,-0.01,4.1,-0.4,-2.1
17.6095,44723.75988,35219,0.15,0.73,0,0.01,1,-0.01,1.5,0.1,-3.4
17.61,44723.75988,35220,0.05,0.73,0.2,0.01,1,0.01,1,1.6,-2.1
17.6105,44723.75988,35221,-0.15,0.54,0.2,0.01,1,0.01,-1,0,1.8
17.611,44723.75988,35222,0.15,1.12,0.1,0,1,0,1.8,1,0.9
17.6115,44723.75988,35223,0.15,1.02,0.1,0,0.98,0.01,2.6,-0.9,-1.5
17.612,44723.75988,35224,-0.05,0.93,0.1,0,0.99,0.01,1.7,-1.1,-0.9
17.6125,44723.75988,35225,-0.15,0.83,0,0.01,1.01,0.02,2.7,0.1,-0.6
17.613,44723.75988,35226,-0.15,0.93,0,0.02,1,0.01,-0.1,0,2.2
17.6135,44723.75988,35227,-0.15,0.83,0.2,0,0.99,0,-0.6,-0.5,0.2
17.614,44723.75988,35228,0.15,0.93,0.29,0,1,0.01,-2.3,-0.1,1
17.6145,44723.75988,35229,-0.15,0.73,0.2,0,1,0,-1,-1,-1.2
17.615,44723.75988,35230,-0.15,0.93,0.2,0.01,0.99,0,0.6,-1.2,-2.4
17.6155,44723.75988,35231,-0.05,0.83,0,0.01,1,0.02,-0.2,2.1,-1.2
17.616,44723.75988,35232,-0.15,0.73,0.39,0.01,0.99,0,0.4,0.7,2.4
17.6165,44723.75988,35233,-0.05,0.93,-0.1,0,0.99,0,0.9,0.7,1.3
17.617,44723.75988,35234,0.05,1.12,0.2,0.01,0.99,0,0.4,0.5,0.4
17.6175,44723.75988,35235,-0.05,1.12,-0.1,0,1,-0.01,1.6,0.4,-1.1
17.618,44723.75988,35236,-0.15,0.93,-0.1,0.01,1,0.01,-0.1,-0.5,-0.6
